timestamp_ms,distance_cm
524125.0,69.0
524155.999999959,69.0
524170.999999973,67.0
524187.00000003446,69.0
524217.9999999935,69.0
524234.00000005495,70.0
524250.0,71.0
524265.00000001397,66.0
524295.999999973,71.0
524312.0000000345,72.0
524327.9999999795,67.0
524359.000000055,73.0
524375.0,70.0
524390.000000014,70.0
524405.999999959,66.0
524437.0000000345,67.0
524452.9999999795,67.0
524467.9999999935,70.0
524484.000000055,63.0
524515.000000014,69.0
524530.999999959,64.0
524545.999999973,71.0
524577.9999999795,70.0
524592.9999999935,60.0
524609.000000055,61.0
524625.0,57.0
524655.999999959,49.0
524670.999999973,49.0
524687.0000000345,40.0
524717.9999999935,30.0
524734.000000055,26.0
524750.0,15.0
524765.000000014,12.0
524795.999999973,10.0
524812.0000000345,13.0
524827.9999999795,19.0
524859.000000055,27.0
524875.0,43.0
524890.000000014,46.0
524905.999999959,52.0
524937.0000000345,79.0
524952.9999999795,40.0
524967.9999999935,48.0
524984.000000055,56.0
525015.000000014,50.0
525030.999999959,39.0
525045.999999973,40.0
525077.9999999795,52.0
525092.9999999935,28.0
525109.000000055,29.0
525125.0,18.0
525155.999999959,11.0
525170.999999973,5.0
525187.0000000345,13.0
525217.9999999935,14.0
525234.000000055,27.0
525250.0,36.0
525265.000000014,56.0
525295.999999973,68.0
525312.0000000345,62.0
525327.9999999795,49.0
525359.000000055,41.0
525375.0,49.0
525390.000000014,47.0
525405.999999959,46.0
525437.0000000345,27.0
525452.9999999795,40.0
525467.9999999935,33.0
525500.0,24.0
525515.000000014,12.0
525530.999999959,9.0
525545.999999973,3.0
525577.9999999795,8.0
525592.9999999935,15.0
525609.000000055,22.0
525625.0,27.0
525655.999999959,34.0
525670.999999973,55.0
525687.0000000345,51.0
525717.9999999935,47.0
525734.000000055,50.0
525750.0,47.0
525765.000000014,42.0
525795.999999973,46.0
525812.0000000345,58.0
525827.9999999795,56.0
525859.000000055,41.0
525875.0,27.0
525890.000000014,15.0
525905.999999959,7.0
525937.0000000345,7.0
525952.9999999795,6.0
525967.9999999935,13.0
525984.000000055,22.0
526015.000000014,33.0
526030.999999959,34.0
526045.999999973,52.0
526077.9999999795,72.0
526092.9999999935,61.0
526109.000000055,56.0
526125.0,53.0
526155.999999959,52.0
526170.999999973,60.0
526187.0000000345,60.0
526217.9999999935,43.0
526234.000000055,29.0
526250.0,15.0
526265.000000014,7.0
526295.999999973,3.0
526312.0000000345,5.0
526327.9999999795,9.0
526359.000000055,16.0
526375.0,23.0
526390.000000014,24.0
526405.999999959,33.0
526437.0000000345,34.0
526452.9999999795,42.0
526467.9999999935,18.0
526484.000000055,71.0
526515.000000014,58.0
526530.999999959,81.0
526545.999999973,48.0
526577.9999999795,45.0
526592.9999999935,31.0
526609.000000055,18.0
526625.0,14.0
526655.999999959,9.0
526670.999999973,8.0
526687.0000000345,9.0
526717.9999999935,16.0
526734.000000055,18.0
526750.0,25.0
526765.000000014,28.0
526795.999999973,11.0
526812.0000000345,15.0
526827.9999999795,40.0
526842.9999999935,44.0
526875.0,51.0
526890.000000014,41.0
526905.999999959,24.0
526937.0000000345,9.0
526952.9999999795,34.0
526967.9999999935,32.0
526984.000000055,19.0
527015.000000014,7.0
527030.999999959,5.0
527045.999999973,6.0
527077.9999999795,9.0
527092.9999999935,16.0
527109.000000055,21.0
527125.0,27.0
