timestamp_ms,distance_cm
455250.0,70.0
455265.00000001397,65.0
455295.999999973,76.0
455312.00000003446,73.0
455327.9999999795,82.0
455359.00000005495,73.0
455375.0,79.0
455390.00000001397,68.0
455405.999999959,71.0
455437.00000003446,69.0
455452.9999999795,71.0
455467.9999999935,71.0
455500.0,69.0
455515.00000001397,62.0
455530.999999959,60.0
455545.999999973,67.0
455577.9999999795,64.0
455592.9999999935,67.0
455609.00000005495,67.0
455640.00000001397,63.0
455655.999999959,45.0
455670.999999973,52.0
455687.00000003446,36.0
455702.9999999795,42.0
455717.9999999935,19.0
455750.0,19.0
455765.00000001397,17.0
455795.999999973,8.0
455812.00000003446,14.0
455827.9999999795,9.0
455842.9999999935,16.0
455875.0,28.0
455890.00000001397,29.0
455905.999999959,36.0
455937.00000003446,42.0
455952.9999999795,47.0
455967.9999999935,53.0
456000.0,58.0
456000.0,57.0
456030.999999959,54.0
456045.999999973,55.0
456062.00000003446,43.0
456092.9999999935,40.0
456109.00000005495,31.0
456125.0,28.0
456155.999999959,24.0
456170.999999973,12.0
456187.00000003446,5.0
456202.9999999795,5.0
456234.00000005495,8.0
456250.0,11.0
456265.00000001397,22.0
456295.999999973,25.0
456312.00000003446,40.0
456327.9999999795,41.0
456342.9999999935,46.0
456359.00000005495,48.0
456390.00000001397,51.0
456405.999999959,54.0
456437.00000003446,52.0
456452.9999999795,51.0
456467.9999999935,43.0
456484.00000005495,35.0
456515.00000001397,29.0
456530.999999959,23.0
456545.999999973,14.0
456577.9999999795,5.0
456592.9999999935,2.0
456609.00000005495,8.0
456640.00000001397,5.0
456640.00000001397,13.0
456670.999999973,23.0
456687.00000003446,37.0
456702.9999999795,31.0
456734.00000005495,42.0
456750.0,47.0
456765.00000001397,51.0
456795.999999973,51.0
456812.00000003446,50.0
456827.9999999795,48.0
456842.9999999935,34.0
456875.0,38.0
456890.00000001397,32.0
456905.999999959,19.0
456937.00000003446,13.0
456952.9999999795,7.0
456967.9999999935,6.0
456984.00000005495,9.0
457015.00000001397,10.0
457030.999999959,17.0
457045.999999973,20.0
457077.9999999795,29.0
457092.9999999935,38.0
457109.00000005495,43.0
457125.0,45.0
457155.999999959,52.0
457170.999999973,53.0
457187.00000003446,53.0
457217.9999999935,49.0
457234.00000005495,43.0
457250.0,31.0
457280.999999959,29.0
457280.999999959,20.0
457312.00000003446,16.0
457327.9999999795,9.0
457359.00000005495,5.0
457375.0,0.0
457390.00000001397,5.0
457405.999999959,15.0
457437.00000003446,20.0
457452.9999999795,30.0
457467.9999999935,30.0
457500.0,36.0
457515.00000001397,45.0
457530.999999959,51.0
457545.999999973,43.0
457577.9999999795,49.0
457592.9999999935,47.0
457609.00000005495,49.0
457640.00000001397,40.0
457655.999999959,39.0
457670.999999973,30.0
457687.00000003446,24.0
457717.9999999935,11.0
457734.00000005495,7.0
457750.0,7.0
457765.00000001397,6.0
457795.999999973,7.0
457812.00000003446,14.0
457827.9999999795,24.0
457859.00000005495,31.0
457875.0,34.0
457890.00000001397,41.0
457905.999999959,46.0
457937.00000003446,48.0
457952.9999999795,51.0
457967.9999999935,50.0
458000.0,52.0
458015.00000001397,49.0
458030.999999959,42.0
458045.999999973,37.0
458077.9999999795,28.0
458092.9999999935,21.0
458109.00000005495,9.0
458125.0,7.0
458155.999999959,5.0
458170.999999973,7.0
458187.00000003446,7.0
458217.9999999935,16.0
458234.00000005495,24.0
