dataset_name,collector,gesture,input_type,group_id,preamble_code,channel,trial_index,attempt_index,trial_duration_s,fps,ranging_span_ms,slot_span,slots_per_rr,session_dir,return_code,controller_samples,controller_ok_samples,sequence_start,sequence_end,started_at,finished_at
live_debug_anticlockwise,akshat,anticlockwise,range,1,9,5,1,4,3.0,50.0,20,2400,6,C:\Users\aksha\UWB_lab\datasets\live_debug_anticlockwise\sessions\range_akshat_anticlockwise_trial_001,0,151,151,1513,1663,2026-07-23 13:22:37,2026-07-23 13:22:40
