ax,ay,az,gx,gy,gz,timestamp_ms
0.309,-0.093,-0.96,-33.3,-20.45,32.96,1784844938937.5151
0.312,-0.083,-0.921,-15.53,-15.29,24.26,1784844938938.126
0.295,-0.064,-0.878,-0.34,-9.8,17.58,1784844938938.6968
0.273,-0.012,-0.864,11.35,-6.35,9.89,1784844938939.262
0.268,0.06,-0.92,15.93,-5.22,3.17,1784844938939.829
0.286,0.099,-1.017,14.1,-3.81,-0.82,1784844938940.3882
0.308,0.103,-1.046,8.24,-0.12,-3.36,1784844938940.9739
0.323,0.098,-0.999,4.67,3.45,-5.77,1784844938941.981
0.315,0.114,-0.931,4.76,4.91,-8.0,1784844938942.892
0.294,0.16,-0.903,7.48,4.03,-8.3,1784844938943.521
0.259,0.138,-0.912,7.9,0.7,-1.31,1784844938944.0962
0.234,0.164,-0.898,9.7,1.16,-3.2,1784844938944.6667
0.245,0.15,-0.943,9.25,-1.95,-5.71,1784844938946.058
0.287,0.109,-0.961,1.8,-2.93,-1.83,1784844938947.1072
0.324,0.081,-0.94,-0.73,-2.53,0.64,1784844938947.9912
0.339,0.072,-0.92,6.53,-2.69,0.55,1784844938948.691
0.332,0.084,-0.929,15.99,-3.14,0.43,1784844938949.186
0.301,0.105,-0.943,21.12,-2.84,0.92,1784844938949.681
0.281,0.126,-0.94,22.89,-2.53,0.58,1784844938950.167
0.289,0.136,-0.939,22.13,-3.27,1.56,1784844938950.639
0.305,0.131,-0.961,18.28,-4.33,3.14,1784844938951.124
0.307,0.128,-0.991,13.28,-5.16,3.69,1784844938951.613
0.303,0.116,-1.008,7.17,-5.34,3.91,1784844938952.0938
0.3,0.103,-1.004,1.34,-5.37,3.42,1784844938952.569
0.298,0.081,-0.977,-1.46,-4.64,2.75,1784844938953.047
0.296,0.066,-0.934,-0.98,-4.24,2.01,1784844938953.5461
0.296,0.062,-0.923,2.44,-4.36,1.65,1784844938954.024
0.293,0.06,-0.938,5.62,-3.78,1.59,1784844938954.51
