timestamp_ms,distance_cm
344422.0000000205,58.0
344437.99999996554,61.0
344452.9999999795,61.0
344484.99999998603,61.0
344500.0,59.0
344515.99999994505,62.0
344530.999999959,61.0
344562.99999996554,64.0
344577.9999999795,64.0
344609.99999998603,59.0
344609.99999998603,56.0
344640.99999994505,55.0
344655.999999959,58.0
344687.99999996554,56.0
344702.9999999795,58.0
344719.000000041,51.0
344734.99999998603,58.0
344765.99999994505,60.0
344780.999999959,57.0
344797.0000000205,53.0
344812.99999996554,58.0
344844.000000041,53.0
344859.99999998603,48.0
344875.0,53.0
344905.999999959,54.0
344922.0000000205,57.0
344937.99999996554,51.0
344952.9999999795,50.0
344969.000000041,53.0
345000.0,55.0
345015.99999994505,59.0
345030.999999959,59.0
345062.99999996554,59.0
345077.9999999795,57.0
345109.99999998603,67.0
345125.0,69.0
345140.99999994505,71.0
345155.999999959,76.0
345187.99999996554,78.0
345202.9999999795,84.0
345219.000000041,82.0
345234.99999998603,82.0
345265.99999994505,90.0
345280.999999959,95.0
345297.0000000205,97.0
345312.99999996554,101.0
345344.000000041,103.0
345359.99999998603,107.0
345375.0,111.0
345405.999999959,111.0
345422.0000000205,114.0
345437.99999996554,118.0
345469.000000041,126.0
345484.99999998603,133.0
345500.0,130.0
345515.99999994505,132.0
345547.0000000205,143.0
345562.99999996554,139.0
345577.9999999795,144.0
345609.99999998603,145.0
345625.0,149.0
345640.99999994505,155.0
345655.999999959,156.0
345687.99999996554,156.0
345702.9999999795,159.0
345719.000000041,158.0
345750.0,162.0
345765.99999994505,160.0
345780.999999959,167.0
345797.0000000205,165.0
345827.9999999795,166.0
345844.000000041,168.0
345859.99999998603,164.0
345875.0,170.0
345905.999999959,168.0
345922.0000000205,163.0
345937.99999996554,161.0
345969.000000041,167.0
345984.99999998603,163.0
346000.0,163.0
346015.99999994505,156.0
346047.0000000205,158.0
346062.99999996554,159.0
346077.9999999795,157.0
346109.99999998603,153.0
346125.0,150.0
346140.99999994505,147.0
346155.999999959,146.0
346187.99999996554,147.0
346202.9999999795,146.0
346219.000000041,143.0
346250.0,140.0
346265.99999994505,139.0
346280.999999959,139.0
346297.0000000205,136.0
346327.9999999795,136.0
346344.000000041,137.0
346359.99999998603,130.0
346375.0,127.0
346405.999999959,126.0
346422.0000000205,123.0
346437.99999996554,124.0
346469.000000041,121.0
346484.99999998603,119.0
346500.0,114.0
346515.99999994505,113.0
346547.0000000205,110.0
346562.99999996554,108.0
346577.9999999795,111.0
346609.99999998603,106.0
346625.0,94.0
346640.99999994505,93.0
346655.999999959,88.0
346687.99999996554,93.0
346702.9999999795,87.0
346719.000000041,76.0
346750.0,77.0
346765.99999994505,78.0
346780.999999959,72.0
346797.0000000205,65.0
346827.9999999795,61.0
346844.000000041,58.0
346859.99999998603,52.0
346875.0,46.0
346905.999999959,43.0
346922.0000000205,46.0
346937.99999996554,42.0
346969.000000041,39.0
346984.99999998603,29.0
347000.0,28.0
347015.99999994505,36.0
347047.0000000205,37.0
347062.99999996554,37.0
347077.9999999795,41.0
347109.99999998603,44.0
347125.0,45.0
347140.99999994505,45.0
347155.999999959,51.0
347187.99999996554,49.0
347202.9999999795,50.0
347219.000000041,54.0
347250.0,52.0
347265.99999994505,56.0
347280.999999959,58.0
347297.0000000205,61.0
347327.9999999795,61.0
347344.000000041,63.0
347359.99999998603,64.0
347375.0,69.0
347405.999999959,72.0
347422.0000000205,56.0
