time_s,sequence,interval_ms,status,status_code,distance_cm
82.42200000002049,3949,20.0,Ok,0x0,37.0
82.43799999996554,3950,20.0,Ok,0x0,37.0
82.46900000004098,3951,20.0,Ok,0x0,34.0
82.48499999998603,3952,20.0,Ok,0x0,34.0
82.5,3953,20.0,Ok,0x0,34.0
82.53099999995902,3954,20.0,Ok,0x0,38.0
82.54700000002049,3955,20.0,Ok,0x0,36.0
82.56299999996554,3956,20.0,Ok,0x0,37.0
82.57799999997951,3957,20.0,Ok,0x0,34.0
82.60999999998603,3958,20.0,Ok,0x0,41.0
82.625,3959,20.0,Ok,0x0,38.0
82.64099999994505,3960,20.0,Ok,0x0,41.0
82.65599999995902,3961,20.0,Ok,0x0,36.0
82.68799999996554,3962,20.0,Ok,0x0,42.0
82.70299999997951,3963,20.0,Ok,0x0,39.0
82.71900000004098,3964,20.0,Ok,0x0,39.0
82.75,3965,20.0,Ok,0x0,42.0
82.76599999994505,3966,20.0,Ok,0x0,40.0
82.78099999995902,3967,20.0,Ok,0x0,37.0
82.79700000002049,3968,20.0,Ok,0x0,39.0
82.82799999997951,3969,20.0,Ok,0x0,38.0
82.84400000004098,3970,20.0,Ok,0x0,39.0
82.85999999998603,3971,20.0,Ok,0x0,35.0
82.89099999994505,3972,20.0,Ok,0x0,33.0
82.90599999995902,3973,20.0,Ok,0x0,32.0
82.92200000002049,3974,20.0,Ok,0x0,39.0
82.93799999996554,3975,20.0,Ok,0x0,30.0
82.96900000004098,3976,20.0,Ok,0x0,46.0
82.98499999998603,3977,20.0,Ok,0x0,40.0
83.0,3978,20.0,Ok,0x0,38.0
83.03099999995902,3979,20.0,Ok,0x0,31.0
83.04700000002049,3980,20.0,Ok,0x0,38.0
83.06299999996554,3981,20.0,Ok,0x0,35.0
83.07799999997951,3982,20.0,Ok,0x0,36.0
83.10999999998603,3983,20.0,Ok,0x0,32.0
83.125,3984,20.0,Ok,0x0,36.0
83.14099999994505,3985,20.0,Ok,0x0,33.0
83.15599999995902,3986,20.0,Ok,0x0,34.0
83.18799999996554,3987,20.0,Ok,0x0,36.0
83.20299999997951,3988,20.0,Ok,0x0,33.0
83.21900000004098,3989,20.0,Ok,0x0,36.0
83.25,3990,20.0,Ok,0x0,35.0
83.26599999994505,3991,20.0,Ok,0x0,29.0
83.28099999995902,3992,20.0,Ok,0x0,29.0
83.29700000002049,3993,20.0,Ok,0x0,24.0
83.32799999997951,3994,20.0,Ok,0x0,26.0
83.34400000004098,3995,20.0,Ok,0x0,25.0
83.35999999998603,3996,20.0,Ok,0x0,20.0
83.39099999994505,3997,20.0,Ok,0x0,21.0
83.40599999995902,3998,20.0,Ok,0x0,29.0
83.42200000002049,3999,20.0,Ok,0x0,18.0
83.43799999996554,4000,20.0,Ok,0x0,10.0
83.46900000004098,4001,20.0,Ok,0x0,34.0
83.48499999998603,4002,20.0,Ok,0x0,31.0
83.5,4003,20.0,Ok,0x0,37.0
83.53099999995902,4004,20.0,Ok,0x0,42.0
83.54700000002049,4005,20.0,Ok,0x0,47.0
83.56299999996554,4006,20.0,Ok,0x0,52.0
83.57799999997951,4007,20.0,Ok,0x0,51.0
83.60999999998603,4008,20.0,Ok,0x0,60.0
83.625,4009,20.0,Ok,0x0,65.0
83.64099999994505,4010,20.0,Ok,0x0,63.0
83.65599999995902,4011,20.0,Ok,0x0,61.0
83.68799999996554,4012,20.0,Ok,0x0,67.0
83.70299999997951,4013,20.0,Ok,0x0,65.0
83.71900000004098,4014,20.0,Ok,0x0,76.0
83.75,4015,20.0,Ok,0x0,81.0
83.76599999994505,4016,20.0,Ok,0x0,87.0
83.78099999995902,4017,20.0,Ok,0x0,88.0
83.79700000002049,4018,20.0,Ok,0x0,90.0
83.82799999997951,4019,20.0,Ok,0x0,92.0
83.84400000004098,4020,20.0,Ok,0x0,93.0
83.85999999998603,4021,20.0,Ok,0x0,100.0
83.89099999994505,4022,20.0,Ok,0x0,107.0
83.90599999995902,4023,20.0,Ok,0x0,109.0
83.92200000002049,4024,20.0,Ok,0x0,109.0
83.93799999996554,4025,20.0,Ok,0x0,114.0
83.96900000004098,4026,20.0,Ok,0x0,115.0
83.98499999998603,4027,20.0,Ok,0x0,117.0
84.0,4028,20.0,Ok,0x0,122.0
84.03099999995902,4029,20.0,Ok,0x0,125.0
84.04700000002049,4030,20.0,Ok,0x0,127.0
84.06299999996554,4031,20.0,Ok,0x0,129.0
84.07799999997951,4032,20.0,Ok,0x0,130.0
84.10999999998603,4033,20.0,Ok,0x0,130.0
84.125,4034,20.0,Ok,0x0,132.0
84.14099999994505,4035,20.0,Ok,0x0,131.0
84.17200000002049,4036,20.0,Ok,0x0,132.0
84.18799999996554,4037,20.0,Ok,0x0,132.0
84.20299999997951,4038,20.0,Ok,0x0,132.0
84.21900000004098,4039,20.0,Ok,0x0,133.0
84.25,4040,20.0,Ok,0x0,137.0
84.26599999994505,4041,20.0,Ok,0x0,136.0
84.28099999995902,4042,20.0,Ok,0x0,137.0
84.29700000002049,4043,20.0,Ok,0x0,135.0
84.32799999997951,4044,20.0,Ok,0x0,137.0
84.34400000004098,4045,20.0,Ok,0x0,134.0
