gesture,person,trial,imu_ax_mean,imu_ax_std,imu_ax_min,imu_ax_max,imu_ax_energy,imu_ay_mean,imu_ay_std,imu_ay_min,imu_ay_max,imu_ay_energy,imu_az_mean,imu_az_std,imu_az_min,imu_az_max,imu_az_energy,imu_gx_mean,imu_gx_std,imu_gx_min,imu_gx_max,imu_gx_energy,imu_gy_mean,imu_gy_std,imu_gy_min,imu_gy_max,imu_gy_energy,imu_gz_mean,imu_gz_std,imu_gz_min,imu_gz_max,imu_gz_energy
bye_bye,jon,1,0.080819,0.6841837033828501,-1.121,1.328,318.0081639929,-0.2943149253731343,0.7580888662816637,-1.647,1.501,443.0844029999999,-0.2364432835820895,0.4335209326226981,-1.051,0.853,163.37670300000002,6.178179104477612,68.25266393552913,-254.62,147.5,3146719.341,3.443835820895522,74.35265453151953,-183.66,159.55,3711918.7515,-18.70637313432836,105.19994907840773,-243.42,194.59,7649361.6469
bye_bye,jon,2,0.4166556390977444,0.5501904169916116,-1.252,1.092,316.74709199999995,-0.1991518796992481,0.8873411899933829,-1.627,1.658,549.978846,-0.225978947368421,0.4345553387244593,-1.116,0.766,159.53671,7.119578947368422,58.76150503098882,-155.67,132.36,2329895.9138,-4.594766917293234,90.5742585515538,-185.86,163.52,5469497.4498000005,-11.29181954887218,138.97991982777893,-240.76,223.15,12929543.9972
bye_bye,jon,3,0.4620765765765766,0.5372264763847932,-1.186,1.186,334.416615,-0.2613633633633633,0.8885472132922079,-1.614,1.648,571.312754,-0.1902597597597597,0.3253930957459016,-0.879,0.631,94.624909,21.074594594594593,87.27084056787946,-232.43,271.4,5368185.2084,4.521186186186186,62.18079181560158,-134.16,118.32,2588670.0689,-4.127417417417416,131.2880902392735,-236.21,232.86,11490896.41
bye_bye,jon,4,0.4280225563909774,0.5340310242200869,-1.132,1.071,311.480975,-0.269606015037594,0.8768321371023924,-1.653,1.632,559.61213,-0.1932571428571428,0.424489820327604,-1.074,0.908,144.66405400000002,16.465233082706767,74.45708866800794,-253.67,192.69,3866949.699,-1.9657593984962416,82.80514163907289,-186.22,173.86,4562269.5351,-1.6388270676691743,143.18655038639824,-244.54,259.38,13635874.1872
bye_bye,jon,5,0.4642009063444109,0.559103461069995,-1.137,1.15,349.58840499999997,-0.1852447129909365,0.885418721123944,-1.595,1.627,541.702628,-0.1642462235649546,0.3547697625067021,-0.944,0.743,101.179025,8.59287009063444,73.55238474127225,-254.37,216.47,3630269.455,-2.0902567975830824,76.02392645569356,-150.58,163.3,3829012.3475,-11.85510574018127,136.30052166206613,-244.39,246.83,12391564.7382
bye_bye,jon,6,0.1315742128935532,0.7374918179369387,-1.247,1.004,374.324372,-0.4014257871064467,0.6013790113207013,-1.364,1.156,348.707185,-0.2182803598200899,0.304387975845221,-0.88,0.538,93.579003,8.789700149925038,66.85703815855425,-186.16,259.56,3032930.6275,3.200644677661169,56.4998523916129,-129.15,112.49,2136052.4569,-13.268380809595206,99.65938803326723,-202.73,171.76,6742065.049500001
bye_bye,jon,7,0.4857357357357358,0.550346409459205,-1.165,1.025,358.85437,-0.2314369369369369,0.7019223666373745,-1.814,1.333,363.807871,-0.2028408408408408,0.3642718870588218,-1.046,0.94,115.776384,13.890765765765764,71.48031105159113,-159.58,243.48,3531390.5689,3.396726726726727,70.9641099288534,-160.01,171.45,3361596.8052,-0.7275975975975978,129.3424400641026,-221.93,346.6,11142177.4692
bye_bye,jon,8,0.4778481203007519,0.5951518030400985,-1.128,1.258,387.39208900000006,-0.2562631578947369,0.6079514584740334,-1.513,1.047,289.458395,-0.2956646616541353,0.2274365819880111,-0.937,0.228,92.531419,8.985593984962408,84.21042635953519,-283.12,299.81,4769470.976600001,1.8427518796992473,46.93580458750848,-129.15,97.29,1467233.0487000002,3.1365864661654115,95.5602887222439,-186.9,294.96,6079168.6252999995
bye_bye,jon,9,0.6207754491017964,0.4201406991258095,-1.174,1.101,375.336084,-0.1353547904191617,0.6684604988292248,-1.832,1.171,310.727119,-0.2206691616766466,0.2432958201754935,-0.71,0.328,72.069007,12.43004491017964,67.09599496443468,-165.53,212.29,3110460.8758999994,5.925688622754492,35.68474107351604,-92.44,87.37,874087.7068,-11.66547904191617,96.5147089635948,-186.96,279.67,6313383.195
bye_bye,jon,10,0.3608222891566265,0.5668897852844237,-1.011,1.038,299.833684,-0.236730421686747,0.608830249090049,-1.931,0.916,283.33913500000006,-0.4048237951807228,0.2952548276133179,-1.261,0.105,166.702325,5.836927710843373,53.31752740151818,-121.19,186.04,1910214.093,10.691355421686746,57.64503922245186,-115.18,123.91,2282337.7368,12.772213855421686,110.27485577152288,-224.22,298.47,8182919.0461
