gesture,person,trial,uwb_distance_mean,uwb_distance_std,uwb_distance_min,uwb_distance_max,uwb_distance_energy,uwb_distance_slope,uwb_direction_changes,uwb_skewness,uwb_peak_time_fraction,uwb_trough_time_fraction,uwb_early_late_diff
counterclockwise,akshat,5,102.44,44.17487672120131,25.0,177.0,1866806.0,4.0,60,0.060390437866476465,0.4429530201342282,0.7718120805369127,-37.75999999999999
counterclockwise,akshat,6,103.13245033112582,46.04959542022859,30.0,188.0,1926287.0,28.0,70,0.20190991777715528,0.38666666666666666,0.88,8.263508771929835
counterclockwise,akshat,7,101.75496688741723,40.8909010244126,33.0,174.0,1815947.0,25.0,71,0.23264013886554474,0.4666666666666667,0.7933333333333333,-9.573333333333338
counterclockwise,akshat,8,85.17218543046357,32.80400589118137,16.0,144.0,1257891.0,4.0,55,0.06260035045316348,0.37333333333333335,0.68,-43.050526315789476
counterclockwise,akshat,9,92.19333333333333,39.415343318165945,24.0,153.0,1507977.0,-3.0,54,0.11419117818001713,0.44966442953020136,0.8120805369127517,-27.426666666666662
counterclockwise,akshat,10,95.97333333333333,44.51216263250104,20.0,220.0,1678832.0,11.0,55,0.8191860165983341,0.3221476510067114,0.7046979865771812,-44.480000000000004
counterclockwise,akshat,11,91.86754966887418,45.652397497909526,21.0,167.0,1589092.0,5.0,54,0.2080606699768631,0.44,0.8266666666666667,-26.3040350877193
counterclockwise,akshat,12,96.03973509933775,45.266522108185946,23.0,171.0,1702176.0,10.0,61,0.20449743893849073,0.38666666666666666,0.8,-33.80333333333333
counterclockwise,akshat,13,97.83443708609272,46.273793659586794,24.0,168.0,1768639.0,4.0,59,0.04605936398273106,0.3933333333333333,0.8,-40.67508771929825
counterclockwise,akshat,14,94.68666666666667,42.765895550335685,26.0,169.0,1619173.0,5.0,50,0.35757300317280266,0.5771812080536913,0.8187919463087249,2.893333333333345
counterclockwise,akshat,15,93.78,44.35325918125972,25.0,169.0,1614285.0,1.0,56,0.39578431390930213,0.5369127516778524,0.8187919463087249,5.106666666666655
counterclockwise,akshat,16,94.80132450331126,43.20090443429461,28.0,170.0,1638895.0,-2.0,52,0.34527117348505804,0.4866666666666667,0.86,0.02912280701754355
counterclockwise,akshat,17,98.54666666666667,41.7493451711787,36.0,166.0,1718168.0,41.0,51,0.2344985971323607,0.4161073825503356,0.7583892617449665,-20.72
counterclockwise,akshat,18,112.56,39.05593936906396,38.0,163.0,2129268.0,-32.0,62,-0.3989032932447116,0.5570469798657718,0.9664429530201343,-3.039999999999992
counterclockwise,akshat,19,100.3758389261745,41.630602532863044,25.0,170.0,1759454.0,27.0,44,0.21076197048863385,0.42567567567567566,0.75,-32.43603603603604
counterclockwise,akshat,20,100.5,37.1719876609614,29.0,163.0,1722301.0,39.0,53,0.027605667296493178,0.4899328859060403,0.738255033557047,-6.599999999999994
counterclockwise,jon,1,51.63636363636363,15.655027620772906,28.0,88.0,96076.0,-16.0,15,0.3654029669417732,0.0625,0.96875,-26.183823529411768
counterclockwise,jon,2,67.44444444444444,23.11570467169746,40.0,124.0,457478.0,-43.0,50,1.0144781017597526,0.4606741573033708,0.5280898876404494,-33.95555555555555
counterclockwise,jon,3,71.29444444444445,34.24790297265938,29.0,154.0,1126047.0,-34.0,72,0.9747758600476798,0.3463687150837989,0.7039106145251397,-35.65555555555555
counterclockwise,jon,4,53.74058577405858,25.657538332759753,14.0,123.0,847580.0,-51.0,116,0.9089952816675719,0.35294117647058826,0.12605042016806722,-15.54621848739496
counterclockwise,jon,5,65.5,29.46461934428219,17.0,145.0,598376.0,-52.0,45,0.46232333837048173,0.46956521739130436,0.9739130434782609,-4.34482758620689
counterclockwise,jon,6,52.140127388535035,24.063996046298218,23.0,112.0,517734.0,-69.0,82,0.9444268342861668,0.21153846153846154,1.0,-31.213242453748776
counterclockwise,jon,7,68.58536585365853,38.351694470630505,23.0,155.0,1012668.0,-53.0,75,1.0425451657029539,0.5398773006134969,0.7177914110429447,-21.34146341463414
counterclockwise,jon,8,68.32352941176471,27.847681554043408,34.0,138.0,555247.0,-47.0,38,0.9715098783483037,0.46534653465346537,0.8613861386138614,-37.3921568627451
counterclockwise,jon,9,61.3125,27.839874169076268,31.0,126.0,290194.0,-9.0,23,0.873992472554986,0.9682539682539683,0.07936507936507936,43.3125
counterclockwise,jon,10,90.8840579710145,47.54678435366004,27.0,180.0,1451844.0,0.0,56,0.2393105224124169,0.31386861313868614,0.781021897810219,-25.710144927536234
counterclockwise,jon,11,112.15555555555555,29.82389463765631,51.0,155.0,606075.0,45.0,21,-0.0168530172159008,0.6590909090909091,0.5454545454545454,27.962450592885375
counterclockwise,jon,12,51.51020408163265,30.075159218184815,19.0,157.0,348666.0,-51.0,48,2.3566429807508165,0.041237113402061855,0.6597938144329897,-11.632653061224488
counterclockwise,jon,13,83.85185185185185,45.88336961995877,8.0,236.0,1973466.0,-41.0,96,0.7833585393926802,0.5813953488372093,0.813953488372093,-17.870370370370367
counterclockwise,jon,14,100.51428571428572,44.700764728882874,30.0,179.0,2117724.0,-63.0,91,5.2168381659577334e-05,0.7011494252873564,0.3160919540229885,53.8244514106583
counterclockwise,jon,15,78.44578313253012,44.658342361299,36.0,179.0,676293.0,-56.0,36,0.797373384629476,0.6707317073170732,0.24390243902439024,60.69686411149826
counterclockwise,jon,16,87.0,56.30159697988332,26.0,259.0,1814869.0,-32.0,77,0.998964898663654,0.5059523809523809,0.5476190476190477,-68.90182072829131
counterclockwise,jon,17,100.10309278350516,53.53493599396556,47.0,239.0,1250002.0,-45.0,54,0.564377703246942,0.4791666666666667,0.5,-97.45578231292518
counterclockwise,jon,18,64.25961538461539,29.29327672675989,26.0,155.0,518689.0,3.0,42,1.3727016628407458,0.1941747572815534,0.5533980582524272,-40.942307692307686
counterclockwise,jon,19,85.75221238938053,52.94470833920074,4.0,186.0,1147694.0,-64.0,56,0.38606803446524307,0.19642857142857142,0.08928571428571429,-48.31798245614035
counterclockwise,jon,20,103.19565217391305,59.011649389803566,7.0,265.0,3250295.0,-36.0,119,0.3169350093674388,0.4759825327510917,0.19213973799126638,25.660869565217396
counterclockwise,nav,1,89.65065502183405,46.97978996877073,26.0,213.0,2345954.0,30.0,92,1.0421873304313725,0.23684210526315788,0.4605263157894737,-49.255530129671996
counterclockwise,nav,2,80.76681614349776,44.80650349373303,23.0,223.0,1902391.0,11.0,109,1.4236231684744858,0.6936936936936937,0.8693693693693694,51.33944658944659
counterclockwise,nav,3,92.03181818181818,44.73227314065962,36.0,220.0,2303583.0,-69.0,114,1.2390120254973669,0.1141552511415525,0.3561643835616438,-43.9909090909091
counterclockwise,nav,4,82.90825688073394,39.25569935466595,35.0,232.0,1834424.0,-47.0,120,1.6561130810052622,0.8018433179723502,0.9815668202764977,34.34862385321101
counterclockwise,nav,5,81.62053571428571,50.59788716366817,25.0,251.0,2065741.0,5.0,114,1.332705535210914,0.7085201793721974,0.9013452914798207,55.43749999999999
counterclockwise,nav,6,75.77777777777777,42.75432257404428,22.0,218.0,1635164.0,17.0,111,1.6427719375130376,0.6976744186046512,0.9255813953488372,40.44444444444444
counterclockwise,nav,7,85.45226130653266,47.43645823903148,31.0,226.0,1900909.0,12.0,86,1.3725047621362334,0.6919191919191919,0.9292929292929293,53.26313131313132
counterclockwise,nav,8,80.9953488372093,43.795135938310054,33.0,228.0,1822826.0,10.0,109,1.789423356405093,0.6074766355140186,0.794392523364486,39.545084804430594
counterclockwise,nav,9,90.38532110091744,45.441949712839495,11.0,221.0,2231116.0,34.0,115,1.1247250025920117,0.5852534562211982,0.8110599078341014,40.33027522935781
counterclockwise,nav,10,88.49339207048457,49.024076620512275,25.0,220.0,2323218.0,-4.0,124,1.2556220898100536,0.588495575221239,0.22123893805309736,37.33558453656265
counterclockwise,nav,11,86.00588235294117,46.636011969900984,27.0,228.0,3254456.0,1.0,157,1.2037311665361337,0.2153392330383481,0.8584070796460177,-43.72941176470589
counterclockwise,nav,12,86.29141104294479,47.624725365162135,18.0,228.0,3166869.0,-11.0,158,1.3413713779240786,0.2676923076923077,0.4707692307692308,-52.803680981595086
counterclockwise,nav,13,87.6923076923077,43.410835550234914,20.0,231.0,2862758.0,12.0,145,1.2467432925582747,0.2080536912751678,0.46308724832214765,-33.77758389261746
counterclockwise,nav,14,91.77586206896552,37.66615745414291,21.0,203.0,2854049.0,0.0,160,1.1920525780830715,0.18339100346020762,0.42214532871972316,-31.648275862068957
counterclockwise,nav,15,91.15015015015015,43.92973137609942,10.0,220.0,3409311.0,-7.0,134,1.2015915995694748,0.2620481927710843,0.5120481927710844,-49.646995166293905
counterclockwise,nav,16,82.1038062283737,44.28286263588758,9.0,271.0,2514880.0,-11.0,144,1.371393547596391,0.2569444444444444,0.4930555555555556,-50.88022030651341
counterclockwise,nav,17,85.32807570977918,41.46930300693157,9.0,230.0,2853185.0,9.0,160,1.441137846634126,0.26582278481012656,0.46835443037974683,-34.41250696600589
counterclockwise,nav,18,93.12772585669782,49.101832110778986,18.0,220.0,3557888.0,24.0,161,1.0423995152903827,0.2125,0.496875,-45.627406832298135
counterclockwise,nav,19,83.63949843260188,45.190628703664245,16.0,231.0,2883045.0,-28.0,145,1.2938462466339502,0.34591194968553457,0.5345911949685535,-53.42146226415095
counterclockwise,nav,20,88.88709677419355,43.77232327761079,12.0,209.0,3043249.0,12.0,159,1.1260716962834525,0.1941747572815534,0.42071197411003236,-35.76129032258065
left,jon,1,93.68156424581005,32.197786901462926,35.0,181.0,1756515.0,-51.0,65,0.24908709596570877,0.29213483146067415,0.9887640449438202,-8.410112359550567
left,jon,2,83.025,36.24792235425363,28.0,162.0,1313130.0,-64.0,56,0.40448964345661487,0.4528301886792453,0.8742138364779874,-8.225000000000009
left,jon,3,78.32298136645963,37.523756861482475,35.0,202.0,1214346.0,35.0,59,1.0502795303433041,0.9375,0.18125,39.84845679012346
left,jon,4,89.52631578947368,32.65114486041184,35.0,212.0,1552861.0,50.0,75,0.8799206927924427,0.6529411764705882,0.11764705882352941,36.69685362517099
left,jon,5,86.92513368983957,34.34497463583483,36.0,152.0,1633549.0,76.0,85,0.2906041089587723,0.8225806451612904,0.11290322580645161,29.8626172500572
left,jon,6,94.8663101604278,29.024575402478757,31.0,160.0,1840462.0,78.0,90,-0.268531776594846,0.6021505376344086,0.005376344086021506,41.87428506062686
left,jon,7,82.39655172413794,32.487985217795405,43.0,152.0,1364971.0,70.0,84,0.542725783723274,0.8728323699421965,0.0,36.2183908045977
left,jon,8,6.81767955801105,2.042346480383707,0.0,11.0,9168.0,4.0,92,-0.690661037247752,0.3055555555555556,0.5666666666666667,-0.4289377289377292
left,jon,9,94.78142076502732,24.079247218617663,39.0,145.0,1750089.0,-8.0,83,-0.12380781005515926,0.38461538461538464,0.12087912087912088,0.592570473005253
left,jon,10,97.07567567567567,23.312789731904736,47.0,142.0,1843927.0,-21.0,88,-0.2727257336962813,0.8097826086956522,0.16847826086956522,2.528985507246375
left,jon,11,96.14525139664805,24.557789951116703,46.0,152.0,1762612.0,-95.0,72,0.28232124173984763,0.29775280898876405,0.9775280898876404,-20.605617977528084
left,jon,12,94.36065573770492,26.515507033266594,47.0,141.0,1758082.0,-8.0,85,-0.0933814486669754,0.4945054945054945,0.19230769230769232,23.690754897276648
left,jon,13,87.29559748427673,27.01631313829496,39.0,140.0,1327714.0,-57.0,82,0.09436487453515222,0.3670886075949367,1.0,-1.5257911392405106
left,jon,14,95.10828025477707,24.41926242328489,49.0,138.0,1513776.0,-29.0,72,-0.2540054113675652,0.40384615384615385,0.1282051282051282,10.96721843557286
left,jon,15,95.24590163934427,29.270169303785934,17.0,153.0,1816920.0,-82.0,86,-0.17762423294260826,0.2692307692307692,0.967032967032967,-14.330984233158148
left,jon,16,95.92307692307692,35.37855896568694,21.0,167.0,1902424.0,-74.0,81,-0.09017931660959776,0.3259668508287293,0.9723756906077348,-22.417582417582423
left,jon,17,89.44508670520231,33.09477791994557,31.0,155.0,1573554.0,-62.0,93,0.0645978544149076,0.3953488372093023,0.9767441860465116,-7.4851643945469135
left,jon,18,93.51744186046511,33.99170107972138,25.0,168.0,1702963.0,-60.0,87,0.03210880008828021,0.4152046783625731,0.9941520467836257,-7.313953488372093
left,jon,19,108.17391304347827,27.52927639080138,52.0,176.0,2292540.0,-4.0,88,-0.037873131740976985,0.3989071038251366,0.12568306010928962,-2.326086956521735
left,jon,20,101.1413043478261,30.72054316270662,50.0,169.0,2055890.0,5.0,86,0.37673539906347225,0.34972677595628415,0.13114754098360656,2.043478260869577
left,nav,21,80.09561752988049,29.030256587343892,23.0,152.0,1821774.0,2.0,127,0.8258971325212096,0.26,0.64,-34.423619047619056
left,nav,22,81.9800796812749,38.73275996897675,24.0,199.0,2063461.0,-16.0,124,1.1849596216095974,0.144,0.472,-52.83733333333334
left,nav,23,83.232,33.37619175400333,18.0,185.0,2010384.0,-42.0,114,0.5957247794599081,0.15261044176706828,0.6907630522088354,-54.464
left,nav,24,85.89243027888446,34.69744560546127,14.0,190.0,2153937.0,-8.0,132,0.9228918758101554,0.208,0.636,-50.334603174603174
left,nav,25,79.09561752988049,31.89335473749172,25.0,168.0,1825599.0,2.0,128,0.7725809571589506,0.324,0.616,-39.88984126984128
left,nav,26,72.74501992031873,30.965581797784782,24.0,136.0,1568927.0,1.0,96,0.5216579546693924,0.268,0.636,-49.84736507936508
left,nav,27,84.94,29.56985627290062,33.0,154.0,2022295.0,2.0,112,0.5062653480558094,0.2289156626506024,0.7068273092369478,-43.56
left,nav,28,77.63346613545816,27.702911585186527,30.0,145.0,1705396.0,8.0,131,0.729000570499371,0.244,0.632,-39.40806349206349
left,nav,29,84.40239043824701,36.61027431638371,25.0,202.0,2124483.0,9.0,128,1.1138530139124563,0.276,0.64,-50.227111111111114
left,nav,30,87.468,45.291952662697156,29.0,212.0,2425503.0,4.0,118,1.1764219677532106,0.2931726907630522,0.6907630522088354,-56.616
left,nav,31,82.036,32.83806790905945,41.0,175.0,1952061.0,-9.0,125,0.9621529782898219,0.26104417670682734,0.6144578313253012,-47.44800000000001
left,nav,32,75.98804780876495,28.602020109710434,20.0,156.0,1654657.0,2.0,122,1.0563682569093193,0.22,0.524,-35.68971428571428
left,nav,33,80.68924302788845,29.714428394392502,12.0,153.0,1855819.0,26.0,121,0.6897669162993696,0.196,0.548,-37.81485714285714
left,nav,34,83.1593625498008,30.46398340422049,31.0,177.0,1968727.0,-3.0,115,0.7837299866642041,0.216,0.604,-47.68330158730159
left,nav,35,80.81451612903226,27.588528160382015,19.0,152.0,1808444.0,16.0,122,0.596575686304707,0.25101214574898784,0.5951417004048583,-36.112903225806456
left,nav,36,83.696,29.9438738976773,31.0,181.0,1975414.0,11.0,126,0.9850969889171863,0.23694779116465864,0.5662650602409639,-35.184
left,nav,37,79.67330677290836,28.134651413884455,27.0,162.0,1791988.0,-59.0,108,0.6854474085589839,0.144,0.704,-41.84666666666667
left,nav,38,75.79919678714859,28.998266105163136,15.0,164.0,1640018.0,11.0,121,0.7516710266524906,0.3467741935483871,0.7338709677419355,-33.139483870967744
left,nav,39,73.884,30.024499063264987,26.0,153.0,1590079.0,-22.0,117,0.9564872745992189,0.18875502008032127,0.714859437751004,-38.888000000000005
left,nav,40,75.16733067729083,32.819618811474534,33.0,177.0,1688541.0,-8.0,125,1.1579952642151816,0.312,0.656,-40.38444444444444
one_arm_boxing,jon,1,83.116,21.874152417865247,28.0,147.0,1846687.0,10.0,126,-0.8392644506046313,0.41767068273092367,0.10843373493975904,22.05600000000001
one_arm_boxing,jon,2,79.94422310756973,25.560429072231898,23.0,117.0,1768148.0,29.0,121,-0.6724875553189064,0.872,0.152,34.18425396825396
one_arm_boxing,jon,3,88.02788844621514,16.287604944380533,44.0,113.0,2011563.0,25.0,130,-0.7774561996014887,0.456,0.136,12.93225396825396
one_arm_boxing,jon,4,90.85657370517929,15.967950552096815,39.0,117.0,2135983.0,19.0,119,-0.7289576806092226,0.74,0.112,18.00939682539682
one_arm_boxing,jon,5,70.2390438247012,21.033426003490124,22.0,143.0,1349358.0,0.0,111,0.7736768200694246,0.22,0.176,14.277206349206352
one_arm_boxing,jon,6,20.45748987854251,17.246404735201576,1.0,78.0,176839.0,-46.0,120,1.5173643348330594,0.07723577235772358,0.9634146341463414,-22.797600314712824
one_arm_boxing,jon,7,88.47410358565737,14.25892907827897,31.0,142.0,2015777.0,-17.0,118,-0.48847136228110616,0.208,0.092,4.354857142857142
one_arm_boxing,jon,8,87.532,12.938043747027601,50.0,144.0,1957311.0,-23.0,124,-0.30600648215885295,0.8554216867469879,0.8514056224899599,10.183999999999997
one_arm_boxing,jon,9,86.372,15.298680204514376,53.0,113.0,1923543.0,18.0,113,-0.520698401691083,0.9196787148594378,0.11646586345381527,13.99199999999999
one_arm_boxing,jon,10,87.0398406374502,13.929761425130646,54.0,140.0,1950263.0,-12.0,112,-0.23141557336567198,0.972,0.112,8.971936507936505
one_arm_boxing,jon,11,84.68,14.957325964222349,49.0,122.0,1848606.0,14.0,106,-0.27133035433100483,0.020080321285140562,0.10843373493975904,8.112000000000009
one_arm_boxing,jon,12,78.74900398406375,16.874411573154873,24.0,107.0,1628024.0,-5.0,107,-0.40394548468574204,0.572,0.32,3.372571428571433
one_arm_boxing,jon,13,85.54183266932272,13.366770768766457,49.0,118.0,1881515.0,-3.0,96,-0.44752582675541747,0.76,0.764,1.0315555555555562
one_arm_boxing,jon,14,90.0199203187251,16.686815225922803,43.0,117.0,2103891.0,-14.0,126,-0.9690250038184739,0.528,0.12,11.466158730158739
one_arm_boxing,jon,15,84.75697211155378,11.57380186614029,51.0,129.0,1836742.0,-33.0,125,-0.18701416592009512,0.812,0.276,6.432317460317449
one_arm_boxing,jon,16,86.772,20.8197986541657,31.0,232.0,1990711.0,-17.0,109,0.7228953078912144,0.3132530120481928,0.10441767068273092,6.552000000000007
one_arm_boxing,jon,17,89.36653386454184,17.43814097017985,44.0,169.0,2080907.0,-17.0,130,0.18253137306060688,0.58,0.104,6.0688888888888926
one_arm_boxing,jon,18,89.6812749003984,19.095534822765703,40.0,152.0,2110250.0,-51.0,120,-0.5209793169430373,0.76,0.112,2.424888888888887
one_arm_boxing,jon,19,88.512,19.27967468605215,44.0,191.0,2051520.0,-25.0,108,0.2871833531934976,0.321285140562249,0.15261044176706828,13.407999999999987
one_arm_boxing,jon,20,81.82470119521912,13.3372268829263,43.0,117.0,1725164.0,23.0,112,-0.7627778763639027,0.304,0.104,8.272444444444446
one_arm_boxing,nav,21,37.61073825503356,7.343637532358018,20.0,58.0,218806.0,-20.0,78,-0.04720555276407957,0.9121621621621622,0.8581081081081081,-4.182882882882886
one_arm_boxing,nav,22,38.50675675675676,8.391997975566593,19.0,62.0,229873.0,0.0,64,0.486705161601993,0.9659863945578231,0.8707482993197279,-0.5
one_arm_boxing,nav,23,36.28,9.457356924638088,14.0,55.0,210852.0,-23.0,75,-0.6875586555360175,0.2483221476510067,0.8926174496644296,-9.973333333333333
one_arm_boxing,nav,24,73.60810810810811,14.102249741516296,41.0,99.0,831320.0,38.0,73,-0.44277532309485984,0.8435374149659864,0.06802721088435375,8.351351351351354
one_arm_boxing,nav,25,70.14,11.53662573430088,38.0,106.0,757907.0,29.0,78,-0.8927935136378112,0.4899328859060403,0.006711409395973154,3.4266666666666765
one_arm_boxing,nav,26,38.90604026845637,10.08310586663859,16.0,100.0,240687.0,9.0,82,1.7222485952891853,0.6216216216216216,0.9594594594594594,-2.5223423423423412
one_arm_boxing,nav,27,42.87417218543046,10.34459556615462,18.0,70.0,293726.0,25.0,82,-0.08487423649020184,0.5666666666666667,0.36,8.598070175438593
one_arm_boxing,nav,28,44.653333333333336,9.621494455413647,16.0,69.0,312974.0,7.0,85,-0.2746503785801453,0.40268456375838924,0.8389261744966443,2.8800000000000026
one_arm_boxing,nav,29,43.20666666666666,11.038898898390585,23.0,82.0,298301.0,47.0,77,0.8996082709532861,1.0,0.03355704697986577,2.3333333333333357
one_arm_boxing,nav,30,62.00675675675676,11.013809894867997,30.0,105.0,586989.0,-7.0,84,0.23849129676092354,0.4421768707482993,0.3197278911564626,-4.229729729729733
one_arm_boxing,nav,31,81.70198675496688,7.585097538072679,46.0,121.0,1016645.0,0.0,70,0.5673170727534255,0.64,0.6266666666666667,-1.4663157894736827
one_arm_boxing,nav,32,84.01333333333334,10.396785828108396,62.0,142.0,1074950.0,0.0,91,3.191298585067774,0.3422818791946309,0.8322147651006712,-2.480000000000004
one_arm_boxing,nav,33,79.42666666666666,8.217336686677882,46.0,102.0,956418.0,15.0,71,-0.14194704946528225,0.7718120805369127,0.21476510067114093,6.586666666666659
one_arm_boxing,nav,34,40.986666666666665,11.064047882920407,0.0,78.0,270348.0,40.0,75,0.411140989652543,1.0,0.7919463087248322,4.426666666666669
one_arm_boxing,nav,35,47.86754966887417,15.908960987168257,9.0,98.0,384204.0,31.0,66,0.8271503640807557,0.37333333333333335,0.2866666666666667,-3.574561403508767
one_arm_boxing,nav,36,54.19205298013245,17.62137294670862,16.0,109.0,490341.0,33.0,75,0.2534519744376416,0.8733333333333333,0.11333333333333333,27.98543859649122
one_arm_boxing,nav,37,88.66225165562913,10.864540668462217,68.0,113.0,1204834.0,31.0,74,-0.005036640222315285,0.66,0.04,14.720350877192985
one_arm_boxing,nav,38,82.16107382550335,6.754632627622845,64.0,97.0,1012614.0,5.0,89,-0.29930219047051015,0.44594594594594594,0.24324324324324326,4.051711711711704
one_arm_boxing,nav,39,79.77333333333333,8.13891611675385,64.0,106.0,964504.0,-17.0,76,0.4757031448192451,0.04697986577181208,0.19463087248322147,4.533333333333346
one_arm_boxing,nav,40,73.74,7.308834836461053,54.0,111.0,823651.0,0.0,84,0.8218208511571558,0.14093959731543623,0.1476510067114094,-1.213333333333324
one_arm_boxing,nav,41,76.86754966887418,9.330343219405375,48.0,109.0,905347.0,21.0,78,0.7231407162873084,0.9133333333333333,0.49333333333333335,10.041929824561407
open_close_fist,jon,1,39.16334661354582,9.36048803271156,18.0,79.0,406968.0,-36.0,139,1.6008107608909798,0.012,0.136,0.4528888888888858
open_close_fist,jon,2,31.314741035856574,12.184199725090924,3.0,95.0,283396.0,-67.0,135,3.3414016028910662,0.012,0.104,-10.33733333333333
open_close_fist,jon,3,29.152610441767067,11.913712662746796,12.0,91.0,246961.0,-68.0,113,2.5251944265403354,0.0,0.9032258064516129,-9.752387096774193
open_close_fist,jon,4,29.73015873015873,9.273971682534702,15.0,68.0,244412.0,-37.0,118,1.8443719825298241,0.00398406374501992,0.15139442231075698,-0.6190476190476204
open_close_fist,jon,5,31.38,10.372058619194167,13.0,77.0,273071.0,-40.0,120,2.1002387095951147,0.004016064257028112,0.18072289156626506,1.9600000000000009
open_close_fist,jon,6,30.61354581673307,9.155477306946938,18.0,75.0,256274.0,-6.0,128,2.672452282400609,0.012,0.176,-6.267936507936508
open_close_fist,jon,7,34.52988047808765,9.920907517047524,24.0,77.0,323975.0,-36.0,130,2.5641965929522663,0.008,0.148,-5.446539682539687
open_close_fist,jon,8,33.816,11.66010909039877,19.0,81.0,319870.0,-50.0,115,2.291390520722049,0.004016064257028112,0.19678714859437751,0.35199999999999676
open_close_fist,jon,9,31.800796812749002,9.766199096036091,21.0,76.0,277774.0,-48.0,127,2.3580207265783493,0.0,0.236,-2.627936507936507
open_close_fist,jon,10,31.976,9.669716852111026,18.0,87.0,278992.0,-54.0,126,2.9376623988406814,0.0,0.17670682730923695,-1.3599999999999994
open_close_fist,jon,11,34.55378486055777,9.157763759196502,22.0,71.0,320735.0,-37.0,133,2.1641040514192977,0.0,0.412,-0.012380952380951271
open_close_fist,jon,12,34.72509960159363,9.520795413661856,14.0,78.0,325416.0,-54.0,132,2.3667523748790953,0.004,0.148,-1.3444444444444414
open_close_fist,jon,13,33.904,9.083544682556473,19.0,69.0,307998.0,-31.0,116,1.9018415757594267,0.01606425702811245,0.1566265060240964,-0.11200000000000188
open_close_fist,jon,14,35.581673306772906,10.083530751634962,20.0,84.0,343301.0,-53.0,138,2.703275505642195,0.004,0.264,-8.21193650793651
open_close_fist,jon,15,35.12749003984064,8.282829240903409,22.0,74.0,326939.0,-47.0,130,2.4375531429809296,0.012,0.436,-0.06476190476190169
open_close_fist,jon,16,35.8804780876494,10.755229311379487,19.0,84.0,352174.0,-46.0,115,2.269507559294877,0.004,0.14,-2.580761904761907
open_close_fist,jon,17,33.51792828685259,8.18186443716614,19.0,77.0,298789.0,-38.0,127,3.315717212731348,0.004,0.192,-3.048000000000002
open_close_fist,jon,18,40.611111111111114,8.061738185711311,31.0,78.0,431992.0,-43.0,129,2.7350051358043657,0.00796812749003984,0.4820717131474104,-4.587301587301589
open_close_fist,jon,19,40.57768924302789,8.32201397335722,28.0,76.0,430667.0,-35.0,123,2.3382693462188264,0.036,0.344,-4.68196825396825
open_close_fist,jon,20,38.32669322709163,12.795232421905888,24.0,114.0,409796.0,-57.0,120,3.806993787371329,0.008,0.792,-9.373269841269838
open_close_fist,nav,1,64.68,9.672173144300785,34.0,80.0,320779.0,-3.0,42,-1.1041039577186658,0.6621621621621622,0.28378378378378377,1.5021337126600258
open_close_fist,nav,2,65.48684210526316,12.420794767617721,32.0,99.0,337653.0,-20.0,48,0.11525892538979587,0.4266666666666667,0.56,-6.394736842105267
open_close_fist,nav,3,59.333333333333336,16.3024197249638,19.0,108.0,283966.0,-10.0,33,-0.219179231897895,0.08108108108108109,0.12162162162162163,-2.7560455192034112
open_close_fist,nav,4,55.14666666666667,5.846237156401448,42.0,67.0,230650.0,-1.0,34,-0.2022616511337875,0.35135135135135137,0.3108108108108108,-1.1507823613086714
open_close_fist,nav,5,58.17567567567568,7.64827856997919,42.0,87.0,254775.0,14.0,35,0.4287658448133903,0.6301369863013698,0.821917808219178,-1.0
open_close_fist,nav,6,60.276315789473685,6.912229216568434,41.0,75.0,279757.0,-4.0,39,-0.22289835630015803,0.76,0.37333333333333335,5.131578947368425
open_close_fist,nav,7,61.276315789473685,14.093296917525729,39.0,151.0,300459.0,21.0,36,3.2420452711508974,0.9466666666666667,0.36,5.131578947368425
open_close_fist,nav,8,60.52,8.666194858952418,41.0,77.0,280333.0,-23.0,37,-0.6472411105094595,0.2702702702702703,0.9864864864864865,-3.8812233285917443
open_close_fist,nav,9,65.28378378378379,10.960025979292388,17.0,88.0,324275.0,7.0,35,-1.2766283537543874,0.6027397260273972,0.9863013698630136,8.08108108108108
open_close_fist,nav,10,67.36,9.468037459438643,50.0,87.0,347026.0,-11.0,35,-0.17374002812732003,0.40540540540540543,0.32432432432432434,-2.330014224751068
open_close_fist,nav,11,65.64,8.075708431256459,45.0,78.0,328037.0,-12.0,35,-0.6024958567863982,0.3918918918918919,0.7162162162162162,-4.017780938833575
open_close_fist,nav,12,68.28,16.79330025138994,33.0,107.0,370813.0,-43.0,35,0.10027224860868152,0.0945945945945946,0.17567567567567569,8.82076813655761
open_close_fist,nav,13,55.0,13.670944987165491,32.0,101.0,244104.0,-24.0,44,1.3474362286728114,0.10666666666666667,0.32,-2.631578947368425
open_close_fist,nav,14,55.72,16.797269619395486,17.0,112.0,254015.0,-15.0,38,0.5320312251146897,0.06756756756756757,0.40540540540540543,3.9281650071123764
open_close_fist,nav,15,54.333333333333336,11.913391158225641,34.0,94.0,232053.0,-9.0,37,0.8983667868571504,0.581081081081081,0.3783783783783784,-0.3556187766714132
open_close_fist,nav,16,50.54666666666667,9.312777363505596,20.0,75.0,198127.0,-27.0,46,-0.19989469818757985,0.05405405405405406,0.8783783783783784,-0.6280227596017056
open_close_fist,nav,17,53.10526315789474,14.299042061554905,24.0,93.0,229872.0,-32.0,35,0.5421038711472531,0.0,0.96,3.8421052631578974
