gesture,person,trial,uwb_distance_mean,uwb_distance_std,uwb_distance_min,uwb_distance_max,uwb_distance_energy,uwb_distance_slope,uwb_direction_changes
clockwise,akshat,7_aug3,71.91293768542914,40.0485483540795,17.044688378518792,136.11197366543084,1151689.7658914803,-21.570555796776492,56.1084466372688
clockwise,akshat,8_aug3,74.1431218085898,41.11227359243652,10.0016868161528,136.45883677289314,1082781.4645645896,7.929873067013202,65.44897040827746
clockwise,akshat,9_aug3,81.1004735992386,40.72459980259294,23.885264433011166,148.25045237782274,1168293.7573336088,-13.055148993118614,52.448163254320846
clockwise,akshat,10_aug3,99.12408573304135,43.69558420306559,32.867624731834816,150.62228352756952,1702018.6518558555,-23.68839025526057,56.60399214314363
clockwise,akshat,11_aug3,95.80955393000662,29.71516732530476,2.6103211567590585,133.36112446285185,1579861.7702812885,-24.61152213942407,63.53847924543729
clockwise,akshat,12_aug3,73.07621102731306,32.48469067891747,34.67360984797904,124.79653900731657,969940.5306484245,-6.1154962217335,70.59953202315609
clockwise,akshat,13_aug3,82.61933158940859,44.82695293956042,16.196956130302176,157.82966105380734,1344998.0966226952,-14.89102082459167,66.84286548604832
clockwise,akshat,14_aug3,85.19844076399748,44.59468398883325,12.463853918868967,151.74460298062016,1364619.050519425,-24.753987847574255,61.09338140648857
clockwise,akshat,15_aug3,44.14040357234142,29.75588095073342,8.412965878052532,155.51656174260538,493362.0963007981,-70.30990202304949,72.87012684601206
clockwise,akshat,16_aug3,105.77031603091918,41.31801022698591,25.221274688677504,174.78178130588947,1977479.061576304,26.04434923958363,64.91629686749182
clockwise,akshat,17_aug3,92.37996506052828,40.02454981970587,15.85927517774092,155.84482781383755,1557830.0282861022,17.478120347440772,56.63200693170727
clockwise,akshat,18_aug3,59.31363028262565,44.509847509008694,12.656590824825606,150.37502348022457,789130.519558312,-106.62221524407545,66.45511380679591
clockwise,akshat,19_aug3,95.50898088012832,48.258221139179454,15.901616925694993,174.4485286409719,1756224.8623351841,49.076308690324524,63.92510330038267
clockwise,akshat,20_aug3,91.34381810432112,43.340135052847316,18.73678621224251,165.75842489253,1541158.9187077235,17.687619169523288,66.5782357162878
counterclockwise,akshat,1_aug3,91.60167473049314,44.68017489884837,21.055767161845964,165.59384972474734,1660608.554933789,20.369179000365346,74.74926167393143
counterclockwise,akshat,2_aug3,99.52576237245951,41.14423191708605,38.34974030953684,227.14967788153095,1762812.5886169828,17.12929785729269,54.78898718675131
counterclockwise,akshat,3_aug3,106.34713055961268,37.44096275624639,26.9208410778807,174.720412951462,1818853.2733479938,9.273369981829362,46.041544404887695
counterclockwise,akshat,4_aug3,100.48942654539184,46.99070203012469,13.93386017293453,180.2827950886885,1848700.4349485782,2.81668092706718,58.238111057379854
counterclockwise,akshat,5_aug3,103.8519533654136,42.578411309019344,24.879821090171777,184.58384294664603,1894783.65944273,6.145825060555456,59.90610150103053
counterclockwise,akshat,6_aug3,103.82140353854011,46.569909836461036,28.88517295636524,195.31097367305176,1961486.6357416739,25.31942246230522,69.49895121739846
counterclockwise,akshat,7_aug3,101.70135920818534,40.99699930865614,33.21737636893162,175.3275083419662,1810154.6255169765,26.964582998133597,72.5387947834264
counterclockwise,akshat,8_aug3,85.77684472057877,33.112435657731034,14.979751833966688,140.2908718339291,1305713.0668242741,4.499964491416191,54.885994853843506
counterclockwise,akshat,9_aug3,94.38091388210144,39.31240182408949,24.852227351956778,152.02175187747594,1539947.6792625615,-3.043946555736587,54.93849654061658
counterclockwise,akshat,10_aug3,97.3502038378572,45.26552163347647,19.96072364240855,218.21172066499813,1695120.138747725,11.588561875497433,52.219250503763426
counterclockwise,akshat,11_aug3,92.25426662476191,45.56824696222984,21.48314459455009,163.74416399491145,1566527.7755642377,2.274691049312377,55.353705091697435
counterclockwise,akshat,12_aug3,94.80517804063294,45.76551511983733,22.92415256633344,176.34879861647408,1781261.0913850956,10.819988727935609,61.63395928095025
counterclockwise,akshat,13_aug3,98.9105076511036,45.37168926449713,22.898654287109895,170.33497018771433,1727631.7035643365,1.3552618097698654,57.612781266807744
counterclockwise,akshat,14_aug3,94.22778043733567,42.984816923421285,25.477740206608683,167.82469098506232,1693460.8203987635,6.823090128038758,49.936003953497426
counterclockwise,akshat,15_aug3,90.74940122122068,43.30742674350499,25.132732600838164,167.23924168782509,1609623.0822204612,-3.34365304761268,57.40655396599198
counterclockwise,akshat,16_aug3,96.61141163152568,41.633325460052156,27.88308500341576,170.84785185550433,1611314.276302871,-4.126005588488102,50.75981864485937
counterclockwise,akshat,17_aug3,100.40059705037257,41.63318730045245,36.233309578458424,164.39510187191908,1773117.513956826,43.77369306452346,52.70579865015895
counterclockwise,akshat,18_aug3,113.5090132880068,39.00948461836461,37.216334073936366,164.85512958694306,2098219.1200512894,-28.280513112732407,61.65759687178538
counterclockwise,akshat,19_aug3,101.1371911989377,41.00578750732156,24.480662647400646,164.7031834251029,1723853.900204189,28.607766802428788,43.71890981159865
counterclockwise,akshat,20_aug3,100.69742698891554,37.933030079235664,29.03976238160178,167.05537007710637,1674489.296324717,39.41486680221882,52.62158531077476
pull,sai,1_aug3,59.21814718059758,19.462697043650984,40.2620137193001,164.77806078598783,891198.1941649341,-11.876120889371343,120.36466253318788
pull,sai,3_aug3,51.39626180861981,20.681335289056715,24.993964295875912,147.79199410286725,384942.6196971599,-3.7339428097224525,67.06863343080235
pull,sai,4_aug3,60.65050506276587,15.662343492863943,2.958892971547833,158.15057504738394,991889.1827818039,21.25508311407865,125.21585420104628
pull,sai,6_aug3,40.78489976708235,15.20487331297173,11.249834882627113,82.62369548306881,446834.1279271124,18.29633207085058,101.18361069903386
pull,sai,8_aug3,45.82393464002406,21.73375278037454,16.777855972107968,85.96173138325207,93134.81904534303,-19.582918641150023,5.848630803750791
pull,sai,9_aug3,41.1631951962755,10.482014297743454,19.60366332528498,82.60457935244304,461671.96428735513,-36.737528687502234,123.8156195739245
pull,sai,11_aug3,42.07821696132044,19.8716109941455,1.733400962299365,116.9442311929963,249458.0274787064,-1.3458645968057628,54.816156694764054
pull,sai,13_aug3,41.08211404076596,19.446199078921374,19.44436103565829,102.11084280908852,325959.7409909033,-15.107454704879476,75.36360699986845
pull,sai,15_aug3,49.92328940946848,14.885940144978278,24.91383809751578,101.42226698758064,372548.86122470937,10.716462141342808,56.043192478070026
pull,sai,17_aug3,50.49169667912449,15.649178880510723,22.395496529975006,84.52019280326013,530733.8409925464,19.730379504910633,90.6376816449022
pull,sai,18_aug3,48.59811614237118,17.582404621343798,24.19548863922429,99.7508285540442,746252.1105893262,-0.13519527325002167,116.31264697175308
pull,sai,20_aug3,49.84330170400195,24.018984856104222,0.7104843485936312,171.83277887157965,418101.1082346803,15.75248019663017,62.95271036223359
pull,sai,21_aug3,46.27361705810175,18.269241855761663,18.47491352493286,88.68008439448022,628839.2930982953,-10.126526839062254,108.15311115013553
pull,sai,23_aug3,56.93156989084572,14.877329394206736,39.07307475639948,109.49057916772647,731768.7961384295,-20.862488119379847,93.2197370025299
pull,sai,25_aug3,69.63071937665788,19.485569166730283,45.058416101987326,134.18913445194383,682751.4644044361,-9.215232401880996,50.2028712236588
pull,sai,27_aug3,54.77197798779828,16.17538845832124,24.219673212773163,105.1741674771296,231094.37047350526,-3.520174900863081,23.99502317994968
pull,sai,28_aug3,62.882996017179664,16.390161217855493,26.274005488747264,108.57565019121739,351595.32116244273,12.675599146294976,35.762851302794886
pull,sai,29_aug3,63.726190775818544,15.08639102043041,40.85618549637957,104.05059700340769,1050912.7694842548,-14.213097694061931,99.12314958286173
push,sai,1_aug3,65.55521892401968,12.287984368975744,43.69661710822744,102.43493175617961,961735.4140148964,-28.742479420528902,114.13803518636277
push,sai,3_aug3,53.42010460870115,17.722261325014586,31.131070763297853,145.00188004072785,681603.281327894,-13.01217297955949,103.02871096938925
push,sai,5_aug3,52.34418094347779,14.713659900536639,29.086385465993555,90.09461152200889,716910.9508880093,-26.70661351815996,107.84605931591719
push,sai,7_aug3,57.43489919405077,19.227481461481354,26.96220766954649,120.7860241218464,781168.4894289831,-8.686872445331327,123.6657185971284
push,sai,9_aug3,55.79158531407626,14.654788249372471,35.01602658301376,120.4766459160654,754614.7559137201,-0.360892505111273,105.29629329540943
push,sai,10_aug3,54.56998039352115,19.811743706818945,16.993036242448262,102.32095771686267,912440.6326912937,-14.447502862600546,121.03714435756709
push,sai,12_aug3,54.705066344155746,15.19597737009739,16.346083760875278,104.09425182165057,409990.83141454926,8.605224570801727,70.77519792534146
push,sai,14_aug3,60.206684995945366,17.22938001098255,36.312958118960054,151.71827824855643,810576.1863710354,-3.366655538755876,102.9993886530209
push,sai,16_aug3,53.33066410688493,19.060484408298926,12.22073509140182,92.48482865504883,769166.0477555754,-23.786134033659913,126.45501954722235
push,sai,18_aug3,44.725128498698766,19.367342264369526,6.302869439994597,122.46163178912539,632818.1864690318,-6.1804055436595,104.78775063777523
push,sai,19_aug3,62.09593107039984,18.83440047480336,38.245252700593475,174.29787585408113,1044835.4297234479,6.1384465651448314,129.70512984251732
push,sai,21_aug3,61.17107199822994,21.668183602296835,-0.26299688766702195,146.98896071383444,465740.6577384017,13.91522803445609,61.258043882921996
push,sai,22_aug3,69.83335968444676,21.482579163040235,37.67649722449276,142.85270573278223,1353690.1662506703,10.33659435746385,127.91019581518266
push,sai,24_aug3,55.42637684181315,14.452596187505607,27.10994068579907,96.42363809171029,676534.09885487,-16.85475448991301,120.840460859948
push,sai,25_aug3,54.45234484461514,18.83173679435817,24.304659681345676,124.35436466333847,955984.0985118091,-6.372573792251613,117.94282070262834
push,sai,26_aug3,49.448599397211375,0.8973784287493168,51.03992983901209,49.48933174589737,9112.478483983894,-1.9018166633697722,-0.16488030517984045
t_arm,akshat,1_aug3,131.19936562007408,54.582702868324134,33.047722586225724,263.75587065533716,3128627.3560799467,66.95783396949992,67.53893032790903
t_arm,akshat,2_aug3,135.3059297716192,53.60670195497462,35.55966803184711,268.80626849505575,3143147.476583487,93.51753452303785,60.57652240832379
t_arm,akshat,3_aug3,133.1067541982479,49.758304977251086,51.7605165491374,252.37577832403412,2896000.76383643,120.02602411397407,60.33110940214787
t_arm,akshat,4_aug3,125.01470007608256,49.403928363925814,40.20820975909173,248.24706770410054,2678113.370520848,69.66743764394282,66.17322513928642
t_arm,akshat,5_aug3,128.03378501106587,49.87708220652829,16.449976120245182,224.45140085902466,2845372.9016872435,88.85222150409403,78.77332323539852
t_arm,akshat,6_aug3,115.92095460117858,45.01534784095089,43.17381895436772,215.46395141433433,2254195.473690158,97.64378512899253,75.43902785554835
t_arm,akshat,7_aug3,121.5115674561989,60.76315707620733,38.715639826062855,271.4036973765916,2740106.4159850916,137.108853853727,66.2837479463291
t_arm,akshat,8_aug3,116.50724822979511,52.809326613787604,40.971682622808395,281.65845601253716,2493637.0009666914,109.0333177617386,48.34183874265888
t_arm,akshat,9_aug3,120.18754645340313,55.97633116412039,38.57158331030203,303.39585511208054,2564653.0370818456,95.38870289637646,67.92607438519398
t_arm,akshat,10_aug3,117.43794685180258,57.82536083443088,32.58302024768606,281.91224546231825,2561749.6002230854,95.0480770261229,72.075163015487
t_arm,akshat,11_aug3,138.50968425199565,58.48228827117832,39.144030846566395,283.2243210115962,3433617.8391351122,46.645282199757084,78.07896370295444
t_arm,akshat,12_aug3,113.59442926747609,66.32171375374364,30.031750099761336,290.98665401341333,2666708.594602419,137.75028066068708,65.65751159831987
t_arm,akshat,13_aug3,110.10525002373012,52.5699063493589,33.52791469179046,184.4797255808672,2248904.0962762497,117.77527491693023,72.06099800421646
t_arm,akshat,14_aug3,114.14581618574222,58.14080780174117,39.22646429777432,305.0428294282069,2522817.3621141426,104.01232091435158,61.315791466564185
t_arm,akshat,15_aug3,126.30022261068443,56.40180164574704,35.16223704502828,274.7371235118621,2967449.6892427634,105.47143279171068,60.89453206090619
t_arm,akshat,16_aug3,119.98579659335995,53.64766183609906,36.92544338383607,243.8533473925464,2535437.2460306683,88.10391229348117,66.31453103824495
t_arm,akshat,17_aug3,120.4756197664929,55.93186519627232,30.774555187851007,257.2106512607515,2731409.120004598,92.22761399461932,65.72503440792377
t_arm,akshat,18_aug3,108.70438543905387,55.44090673539037,30.707003059903208,231.32444468590236,2271330.998444135,111.56759191347221,54.3148508088953
t_arm,akshat,19_aug3,102.71880256773896,44.40400078687985,29.871355327735053,193.295226049262,1855148.4587693335,109.38473809942275,67.90389757575223
t_arm,akshat,20_aug3,119.74068991255733,54.85338098865423,31.18547327490508,235.94093576059666,2408095.8817715137,93.43618661290049,64.39922035750028
two_arm_boxing,akshat,1_aug3,42.595819306744495,20.079110315794576,3.558580011775746,92.65341992746241,290860.82821463246,27.205708809904394,52.01647542104379
two_arm_boxing,akshat,2_aug3,44.27673525370672,14.150766305582405,7.557528413404185,78.17417438044805,322462.8430948015,24.92674312600367,51.70912530784437
two_arm_boxing,akshat,3_aug3,46.31473191407982,18.486256642325372,15.727286773048045,106.06895260832968,342762.7559802759,29.329303090806793,63.5517932495294
two_arm_boxing,akshat,4_aug3,50.159658963491474,21.11609833849915,15.712705818127143,117.04306545417504,434016.6048508757,-3.2980740091221428,67.2699947841511
two_arm_boxing,akshat,5_aug3,52.737616945266694,21.736218331860904,13.743864106630477,95.51215092388884,565242.2922558314,51.017750285649015,69.16998227958
two_arm_boxing,akshat,6_aug3,42.39346163443672,20.34946661927137,9.367398740323562,116.31801787360907,289480.64433272963,31.833905862660906,56.98916801541141
two_arm_boxing,akshat,7_aug3,39.096163491401114,19.525455854442885,3.4231435733293933,100.78109277993228,310641.5847981288,51.7170927679628,56.24328034352076
two_arm_boxing,akshat,8_aug3,49.48333246834491,19.04478541553268,5.905743383147528,87.10696852212267,401643.45347545086,20.526929173733603,66.72080489799191
two_arm_boxing,akshat,9_aug3,40.070936058739534,17.44541554812624,14.359742063018185,82.44238585962641,404219.8933638659,8.146847665274354,64.50769795557551
two_arm_boxing,akshat,10_aug3,45.26785657803047,17.292546402823927,7.548644214163968,80.91889452926685,428804.7111832915,32.68916379192779,67.04405668426959
two_arm_boxing,akshat,11_aug3,46.21594020818058,19.53333659683604,8.759378489924437,91.77008653108106,327228.70207679906,-31.248971246170644,69.00250172343284
two_arm_boxing,akshat,12_aug3,47.015564166609366,20.711634553290175,10.035013033374428,116.29167819932468,316594.0485006459,22.826872166376187,67.36678953715304
two_arm_boxing,akshat,13_aug3,42.88184784273918,23.326537811405842,7.782915713348762,115.83411303294457,369346.5110013555,10.005884292392505,66.22392461241017
two_arm_boxing,akshat,14_aug3,48.25364710010275,21.64948986143029,10.51170089301694,114.88367320427456,433476.51290060626,0.41919270177230805,70.1013100538915
two_arm_boxing,akshat,15_aug3,40.36646102839553,18.2549458598384,0.5992536363232752,83.51165778335977,287415.8046817859,-48.47311331993681,62.180536010889796
two_arm_boxing,akshat,16_aug3,53.98269438631122,20.572738600045145,15.639853157536551,105.14033451211613,543027.8844759895,29.62010212714047,64.89901562928962
two_arm_boxing,akshat,17_aug3,49.20898461351497,22.98326901651575,12.554420084717536,111.42780630250846,523343.7991666194,34.958234381057615,72.62303524614154
two_arm_boxing,akshat,18_aug3,53.49653514791326,23.73064589126403,5.483324284993907,117.00953117835545,551690.110867234,62.20176978371079,60.97515631672376
two_arm_boxing,akshat,19_aug3,49.05127698086483,22.35588401844403,-0.1942324688754382,91.09169488055059,469589.0086094981,10.19037148652326,65.55465135936123
two_arm_boxing,akshat,20_aug3,58.51861553714959,25.78964254959804,18.980569405300592,112.91258591472712,636717.6471793351,48.8077115935158,60.1250122823777
clapping,akshat,1_aug4,40.52446115366464,18.27575147475917,2.820649855839202,79.74483428030193,318540.1396342725,13.176910874618704,43.58179004712193
clapping,akshat,2_aug4,36.5577204683678,17.073638424104644,9.004709450449106,77.36947430059821,251134.11434240255,-8.705614935981142,56.51861116107855
clapping,akshat,3_aug4,37.51631672439089,21.710571621557495,0.4617282494597255,84.84545002232282,194131.30000315217,-41.755846915241754,42.15929227926706
clapping,akshat,4_aug4,30.737835406143425,14.951723827056803,1.356438841608813,61.88659609362569,195500.2457221464,-30.788668031334417,40.53216539964048
clapping,akshat,5_aug4,36.24779305485565,16.95087229018267,6.603704112521578,61.60478648221128,208859.33052454697,-43.06587662602351,60.6639498314397
clapping,akshat,6_aug4,31.98678215517145,18.584628828906794,0.1683997326674366,65.5691778426662,193379.75271074302,3.523208813472246,38.29959846573968
clapping,akshat,7_aug4,35.12752146976122,16.79352720881919,4.743774386414251,76.24949291296994,199027.58788046494,-10.62315404123244,73.79228071559038
clapping,akshat,8_aug4,37.880079418696674,14.441762166549529,4.294921572175409,54.6736223315407,200093.42045733746,-18.896886306613695,62.84832496055745
clapping,akshat,9_aug4,32.6177486417697,14.447651571763659,6.033473431541576,60.136681298166096,134561.5863349524,-13.188454216978577,50.08538946570113
clapping,akshat,10_aug4,34.67760118051875,16.928949059027424,3.3139452302321186,73.93722619224805,222460.73089193468,-35.41796187816201,65.35841901726498
clapping,akshat,11_aug4,35.72751851051279,15.854249462110358,6.579404010330745,63.80788813856337,191783.48056391336,-11.38671253554802,41.87080000641095
clapping,akshat,12_aug4,39.28704950333771,21.219064105775395,2.937015665109324,81.21540959675507,175371.94563662107,-42.8488218091593,49.04255401072654
clapping,akshat,13_aug4,34.857913256427665,19.679594087696366,2.5779583304017195,66.11081242860094,313785.9053278973,-43.18373237338419,47.54714152856662
clapping,akshat,14_aug4,33.0339085587871,14.787845837017137,4.0890475389680105,58.6875638054395,197275.17409368118,-30.939647321124315,53.989968546810154
clapping,akshat,15_aug4,34.17185235716701,16.18370880111225,1.447869397123314,62.6281978410309,228063.4111767451,-25.09308388134306,54.133602384574075
clapping,akshat,16_aug4,34.026942114655256,16.28370980244854,4.077618523461646,60.82755173186534,206514.38338493527,-41.73265433939346,54.36278967256792
clapping,akshat,17_aug4,31.072335866974214,14.08273152834085,0.9711059858415295,64.5486897564851,126872.13351739409,-12.518531401461054,65.20330187675543
clapping,akshat,18_aug4,34.5207904249983,16.352083894522178,1.538404574162128,66.02705655185969,216217.07295739005,-42.43012271369171,61.057673002522215
clapping,akshat,19_aug4,30.810749699313817,16.070997116211544,1.002385162631339,57.57271418016991,121173.22675339956,-8.792188840893598,49.00009921294878
clapping,akshat,20_aug4,32.4973962662465,18.12958191911729,1.4967422616773916,70.7838262259407,293559.75834141375,-60.28350664662215,39.19755512623915
clockwise,akshat,1_aug4,88.44904775891823,41.16822482370912,24.563807347441386,158.22179836230987,1322848.129625179,106.74365782173011,59.07561332759224
clockwise,akshat,2_aug4,102.98410525933453,44.11392295812183,28.856780605501747,172.44096097767738,1757807.6503590557,5.281682887846931,68.99448365455666
clockwise,akshat,3_aug4,75.94158031358842,43.94608348678363,25.22015139845913,145.73505350088033,1201180.223086867,11.290912417860264,61.79432218361884
clockwise,akshat,4_aug4,85.02607793094924,42.06662338243384,23.32062055509023,151.84307351998248,1422363.4071770397,-26.980544140387515,57.026222559091266
clockwise,akshat,5_aug4,80.27231155062232,41.45333080507851,11.332901400224072,145.72187990186228,1208807.4254699594,9.729508173108231,59.76506273865449
clockwise,akshat,6_aug4,69.80421727218128,35.7459048574627,22.442173496495215,123.80256203362674,864667.5774589921,8.590340231461626,66.75363630378824
clockwise,akshat,7_aug4,75.17782671558442,40.103853428243596,18.127415135444828,135.1795338547466,1076145.82476685,-14.591996631265186,57.68921932867395
clockwise,akshat,8_aug4,78.29459650075066,40.308998800025385,9.184810569746983,136.51682114072992,1183520.417298583,4.684654539402738,65.75512170773906
clockwise,akshat,9_aug4,79.36355629240039,41.70096457813978,23.18443522714773,149.02684286969756,1220429.9218259123,-10.334970615922453,53.2367649927894
clockwise,akshat,10_aug4,94.89764557975138,44.55693931081874,32.57352037691062,154.65490007031113,1711627.3372529927,-26.302614869570515,56.039680177902575
clockwise,akshat,11_aug4,97.24778409890908,31.33611883810472,0.30629327600878287,131.80261322208833,1560855.1131147868,-22.59058433428639,63.94404785798836
clockwise,akshat,12_aug4,74.27612501026759,30.821650990538185,34.40815177584326,128.92671040769127,1000126.0046441153,-7.521689112195238,68.65573324461896
clockwise,akshat,13_aug4,82.30880622438791,43.29845431496135,16.303431274457374,154.19344713909305,1307917.6035148571,-21.08892694914166,64.8401763606213
clockwise,akshat,14_aug4,87.95914731457803,42.94394341504505,13.96038091665082,150.88797905617264,1415264.5594136775,-23.30439639211477,61.628320108063335
clockwise,akshat,15_aug4,43.1744671685893,30.6986335526666,7.697347741799987,155.07087733204048,381645.58059468697,-73.40520699904812,73.58964844742094
clockwise,akshat,16_aug4,103.60036164878638,40.15788970780562,26.65324877469481,181.31062480207635,1940857.1543729722,20.453733262463384,64.38007936068387
clockwise,akshat,17_aug4,90.58120410404946,39.98859642974454,15.781730767637548,150.5535872448321,1499837.8121591597,13.648500279135792,56.862638517393556
clockwise,akshat,18_aug4,61.47562187617096,45.97898663179271,13.125908640194742,147.7773804881418,794056.0806177693,-109.17773757269397,68.98595394838716
clockwise,akshat,19_aug4,92.67048270910873,48.05720627070391,17.467756005319544,166.85982985505805,1757307.7557923454,47.68507418655079,63.42088082219534
clockwise,akshat,20_aug4,93.40245088441144,41.823621271614535,17.589951543694188,162.171369587025,1507879.725386805,19.70660935790336,65.8294557981911
counterclockwise,akshat,1_aug4,91.96969290296072,44.997613820661044,19.796835085972912,172.28027031216246,1617941.5114129302,18.377044150310592,76.82010783342812
counterclockwise,akshat,2_aug4,101.54092350482536,41.76555101697145,37.77998669206387,218.7528207412288,1775639.6595754689,6.011057385878891,54.28360168794336
counterclockwise,akshat,3_aug4,105.46600150552683,36.91520200508512,26.22954234770265,173.80889538027662,1847123.3602997004,8.444857204533317,49.83152046180333
counterclockwise,akshat,4_aug4,100.49207274543868,46.79426403004836,13.205738292265297,181.12169457196345,1836888.9788690866,4.258141943679688,57.19497543027884
counterclockwise,akshat,5_aug4,102.6575757397048,44.84788206163037,25.861636299992966,183.53080943769217,1784786.9871091626,6.101389222869969,58.99422677793709
counterclockwise,akshat,6_aug4,99.58389361783469,46.546304353254854,30.345219005014027,183.67359676657168,1962342.090921797,27.328472432713742,70.68277728703615
counterclockwise,akshat,7_aug4,101.74397595665732,40.72885314698432,33.4177446513223,175.4217074125918,1862265.296105265,21.996021860570064,71.6240720528133
counterclockwise,akshat,8_aug4,84.58854042146153,32.7341451187958,16.29225517917408,139.04251191250927,1289873.9661528347,2.3878411785619704,55.312197886003965
counterclockwise,akshat,9_aug4,89.98290758353204,38.968320307129744,23.05737844132922,152.8426217423494,1396288.9881174467,-2.6452427344297265,54.216218674882505
counterclockwise,akshat,10_aug4,96.66557001472061,44.87056762328444,19.872633909358704,224.91788184625395,1708924.070683437,11.305403557490676,54.676402861508535
counterclockwise,akshat,11_aug4,94.80001690931927,44.9356544910684,21.175735527139512,169.21505062460284,1700312.1099067319,7.370170090047962,55.08242510680335
counterclockwise,akshat,12_aug4,96.95761944412436,44.755689905436896,22.855375569336793,175.88788962742856,1698408.0708088065,10.094001785897316,62.346464054667535
counterclockwise,akshat,13_aug4,99.3896395302654,46.374140664135666,23.428720453523944,168.1456870129715,1737757.0177664056,6.672923303701825,58.50679168310409
counterclockwise,akshat,14_aug4,95.39755844923928,44.12370724489964,26.368044070099646,172.7749544496054,1629663.5253686365,4.579199928356502,53.49040739490602
counterclockwise,akshat,15_aug4,92.51634890960455,45.04866959087861,24.069250275954918,166.05099811890148,1631573.1120063933,-0.12244786563256937,55.59920197957544
counterclockwise,akshat,16_aug4,94.39707342462803,43.58650762377891,28.148221443029534,169.35284086051976,1675614.8052991182,1.6091398396221792,54.86462293845597
counterclockwise,akshat,17_aug4,97.61954227198676,41.342556681669734,37.1642924199214,163.87978879418495,1733792.6046469528,40.923361229265566,50.56864076191288
counterclockwise,akshat,18_aug4,110.65229234287517,39.52939963454337,37.45393554805932,166.67080089369125,2104917.2457145452,-31.120640346323068,63.553252882768156
counterclockwise,akshat,19_aug4,101.15063910536593,41.87895195527866,24.51460821059812,171.00707105636923,1693778.5466942096,28.500379666651398,43.35483285264421
counterclockwise,akshat,20_aug4,101.17084926301433,37.31151853986247,28.47069481333387,166.5014335800892,1735953.292718823,40.871272664791746,53.14169836086234
pull,sai,1_aug4,57.58553240381789,19.921066371624207,39.841251591992815,158.22602535830174,874334.3331686982,-10.971024009130376,119.31221223843289
pull,sai,3_aug4,54.30236007907659,21.459586229154393,23.634913618374878,154.86994093010725,384465.78172349674,1.524021298305625,67.7179171554568
pull,sai,4_aug4,57.67306788548834,16.07955431257341,3.8110779541935442,158.56724151919482,924820.2829036396,22.945792068053677,126.83896881677751
pull,sai,6_aug4,40.400137927763666,13.769120417388333,12.432811168856155,84.56419259947828,394338.2796895511,12.292725190626353,100.13925750917095
pull,sai,8_aug4,46.76694450328486,21.601973446244877,16.2397658998997,81.67568540433253,30118.422116253416,-14.682443575328692,4.777698607481904
pull,sai,9_aug4,39.65261467563397,9.081717966958145,20.083890153715625,86.65412376022158,389453.9447827029,-38.71573498397049,121.57572556000837
pull,sai,11_aug4,40.937336253637426,20.980045660618483,0.6354796546570782,119.35943342233551,300030.7720710429,3.720964178699492,50.824013200257674
pull,sai,13_aug4,42.53526973617018,17.899462588226815,20.029561191476322,105.17837042548952,342554.7467695266,-12.00873604375709,79.43314284647239
pull,sai,15_aug4,50.47271879949905,15.690499661749907,26.00998765946062,96.22487072667242,345291.3578197675,6.648657497127625,56.868064422344176
pull,sai,17_aug4,50.83208422693227,16.871782348579288,21.12381569274549,89.78345812051856,497935.4879220268,12.100201470738215,89.98734319825729
pull,sai,18_aug4,48.32497717210973,18.50661218185321,24.901575981272952,95.90116138202605,661254.7873506766,2.3382039558104535,116.43831067947387
pull,sai,20_aug4,51.724918614328715,23.53136309467346,-0.18890132728860434,172.4471365875963,395419.33929900225,20.348388592374537,62.14779159812476
pull,sai,21_aug4,48.34933393992438,17.35397513628029,17.620066521693285,86.92257784803854,686799.7875176178,-8.727186722839754,106.66299850039601
pull,sai,23_aug4,59.27609419901737,15.779707544054022,39.34916264624452,106.49742722678734,798753.2221216812,-22.47912740637925,96.8277176556433
pull,sai,25_aug4,69.97442852743112,20.027532223030786,45.5195461764474,132.24086536060932,658671.5563938314,-14.301669694632912,49.45155796476086
pull,sai,27_aug4,55.91438538207881,16.098609328294273,24.004512331498717,95.9242073572474,230862.61888217155,-1.3941024583195807,26.490532125836097
pull,sai,28_aug4,67.39524536895537,17.63740439353151,25.280641233994277,100.09777021931927,370940.00413756643,9.815741016688367,35.139395526389634
pull,sai,29_aug4,62.84656737467408,14.155282558187846,39.6023123718321,109.39579273154358,1023104.6864433785,-16.292251424745075,99.68178754223362
push,sai,1_aug4,63.83218202235483,12.255341110385784,43.62288330043161,109.54155229372279,1157489.7086201392,-28.580245838988304,114.70158651298458
push,sai,3_aug4,55.72080390681063,17.367488201903097,31.87263389123683,155.09315817210464,624059.9745442083,-15.99140239361714,103.78792562635158
push,sai,5_aug4,49.24554976661919,13.608315796068318,26.92990365958439,81.7549513165258,591428.7406505588,-25.58936065764486,106.3806694046395
push,sai,7_aug4,54.94354815216636,17.404742240804335,27.889703619995473,125.605200731713,842919.0301242014,-7.072306906371517,123.96118394368109
push,sai,9_aug4,50.82161548854614,16.494578010648723,34.875594620573004,117.38458116496098,749476.5827923707,-1.2069807206095011,106.74439156128192
push,sai,10_aug4,55.668341150800345,20.875524949420463,17.018075361085078,94.81833234426378,848097.0938846233,-16.5156972247648,118.48076707681983
push,sai,12_aug4,53.610487660091664,16.749646038110797,15.58235104029443,101.50282994328933,342524.0380144939,7.410944988326069,71.90528744859834
push,sai,14_aug4,59.84701996750669,19.08153201269756,37.02514862428833,153.63595943541148,845374.3730930532,-2.2476210749249823,103.64086158877642
