gesture,person,trial,uwb_distance_mean,uwb_distance_std,uwb_distance_min,uwb_distance_max,uwb_distance_energy,uwb_distance_slope,uwb_direction_changes
t_arm,akshat,8_aug1,117.43466780066198,53.89936148723548,40.84947618670195,283.3683368338394,2514548.1149160853,113.55640379142335,49.406634772951946
t_arm,akshat,9_aug1,117.86155318240121,57.0526797645444,40.05861715858004,299.9181275754699,2616533.0718925633,93.76224974269823,67.04647151752958
t_arm,akshat,10_aug1,117.44547253394167,56.574097733788754,32.85117049531488,284.5819331720521,2504796.7981008003,95.75227377983697,68.89252626829895
t_arm,akshat,11_aug1,138.45302203963433,56.636388408980174,38.785069367795245,295.61951289572573,3381893.0490782,50.88222267317467,79.09636586853019
t_arm,akshat,12_aug1,115.54243168277348,64.46979531973734,30.18899440113808,287.49243384746603,2656887.695681542,139.63763056801582,67.9271640020813
t_arm,akshat,13_aug1,108.96193754178277,53.05253879515475,31.807124264602184,192.88154405169024,2250898.9490551692,116.95982540215508,71.15658153758226
t_arm,akshat,14_aug1,116.67150335686495,57.287238241938184,39.19668526552895,312.31426465593574,2428692.093823577,105.54359618276668,59.42362661684352
t_arm,akshat,15_aug1,129.08079324614712,56.4177437116695,34.62110257517784,270.88158209568815,2903764.643757502,109.22197019032069,62.62764614294919
t_arm,akshat,16_aug1,117.26811265072439,53.00991042448103,37.82893607958517,240.76648555620696,2578121.479982813,91.76477632418312,67.91728752428617
t_arm,akshat,17_aug1,118.72118915511014,57.82293541194673,30.482088385741076,252.83457646375948,2699849.77579397,92.21381686998272,65.85702406866339
t_arm,akshat,18_aug1,108.77884406931688,55.892477133262055,29.578603329824332,232.36696233980638,2199461.4598720795,113.10309282533781,57.018498384807636
t_arm,akshat,19_aug1,101.75958954454089,45.173838353874025,29.59186192850883,185.14815669921327,1890790.735189974,102.83132747468703,67.2320598899044
t_arm,akshat,20_aug1,117.88803465106834,52.923224890365475,32.4320459556356,239.60895184625628,2474257.2823979678,92.72997161286675,63.00496143135425
two_arm_boxing,akshat,1_aug1,40.308740371535954,22.10449741030724,4.321284211838443,94.20405748821324,280834.58870600606,25.94851669636007,53.27393652064899
two_arm_boxing,akshat,2_aug1,44.5676444667532,15.423900773058286,6.834371881003367,73.21497244775175,270237.89439429354,31.189351750236703,52.80413518037764
two_arm_boxing,akshat,3_aug1,48.0514088173797,18.51495472360724,15.689393473594409,107.9725132543084,363934.06682278466,31.69484535168884,63.725470087552694
two_arm_boxing,akshat,4_aug1,51.47897345182048,21.4374816909239,16.491745543397233,114.38907937221076,402878.7183729146,-0.2616540342057645,66.86192216597506
two_arm_boxing,akshat,5_aug1,50.448099021979395,21.35916980393405,14.02133338643521,95.31395661871542,534951.8492564498,47.059019576438494,71.3854310159354
two_arm_boxing,akshat,6_aug1,42.207607900905536,21.994006140949352,10.281236991534092,117.66110988440381,245162.6177479002,30.337518854810185,55.98566490074346
two_arm_boxing,akshat,7_aug1,41.21671113301667,19.07487425645351,2.61039692593573,101.83791075011383,313510.5467886432,52.25194012888773,56.223806406831
two_arm_boxing,akshat,8_aug1,46.905929250593026,19.407011811052328,4.313616459884988,78.87600869084993,368237.5578890333,18.955941619503047,67.61511471859308
two_arm_boxing,akshat,9_aug1,45.12211212303816,18.227138619693257,11.937475729350874,79.86898972412234,357381.9717534287,10.673814243017782,65.02461735988302
two_arm_boxing,akshat,10_aug1,45.11305606403469,14.91837063294215,8.095636440475948,80.52314512989496,359253.49584068137,37.93585873421359,67.7283787378758
two_arm_boxing,akshat,11_aug1,51.28050910048437,20.021449904132403,6.573555807389538,88.19155193233328,373694.7566285401,-30.698911619752604,67.32116517759087
two_arm_boxing,akshat,12_aug1,41.04348647968592,22.97246511427972,12.349015916910588,118.22301623444486,392116.0206984554,23.788027442163735,67.26368226817684
two_arm_boxing,akshat,13_aug1,45.069107655554426,22.136705657036796,7.13480084558195,113.4042883832265,349378.97630688176,13.620377395242045,69.32784756791433
two_arm_boxing,akshat,14_aug1,46.68363385555279,22.127825784004642,10.373012392625025,110.9213888162727,445490.40451604023,2.616282780564216,70.57025983936688
two_arm_boxing,akshat,15_aug1,40.52861888625375,19.697655813571604,0.8411167594896779,83.47168698523471,261937.81330714206,-48.83971443469597,61.98833234623425
two_arm_boxing,akshat,16_aug1,55.83890145645326,18.57261064691834,16.3205489895441,104.20756768014618,499131.4142893561,28.444261418355943,65.86354618485025
two_arm_boxing,akshat,17_aug1,49.45979576746137,23.12219944837108,13.154986577268525,113.26492599726359,465015.2663260562,31.23617888488875,73.56706792321744
two_arm_boxing,akshat,18_aug1,50.977275434155096,24.99384839676754,4.589344120281166,117.74462997899126,472960.8349187141,65.42767728312008,61.7596934908348
two_arm_boxing,akshat,19_aug1,48.73988802029197,23.432166142194188,0.12295843414117202,101.58435466224321,429478.6102116731,10.18102816091057,61.60871305130068
two_arm_boxing,akshat,20_aug1,60.44357858882826,25.447812919213717,18.61408402779815,115.08244965531276,597633.0741183994,46.7134572690895,58.36185861036854
clapping,akshat,1_aug2,36.54364421938606,18.580066851675216,3.6471194762899937,83.82753220041516,338351.8092010919,11.445781856426386,45.599003115128106
clapping,akshat,2_aug2,35.3916698084544,16.75205995141894,8.693518768957546,76.17797312524486,229738.86967826553,-4.605844867379607,56.64557755774246
clapping,akshat,3_aug2,33.656263384852096,20.150896493632075,1.3427321732178314,79.76540282785933,190854.78028472353,-45.98554053521287,39.27087397990108
clapping,akshat,4_aug2,31.1680438297948,16.545815935893785,0.6801011140764082,56.00432587401783,179227.3140680824,-35.627708798345466,42.32001184482483
clapping,akshat,5_aug2,35.86872873639438,17.12986058126399,6.667950751299467,61.60351471927566,188074.34266997906,-39.05034342693293,58.76260476148069
clapping,akshat,6_aug2,32.151024754271255,18.652129598156236,-0.24038226219694586,65.22929450162725,271407.3363513486,2.4857294194242314,40.3059970014241
clapping,akshat,7_aug2,35.02753595937824,16.763365918138554,5.620003994834469,72.74659388590972,265341.8633869986,-10.007288407041415,72.84500186318151
clapping,akshat,8_aug2,39.237435369165034,13.384738961146223,4.347381321361025,69.1358516124129,216893.41810991554,-16.794761673236657,62.88200152095347
clapping,akshat,9_aug2,33.871087967008826,13.504284011315075,6.062521617270723,66.27752707067009,244011.39274926475,-17.982757457118872,52.02158454435204
clapping,akshat,10_aug2,35.25169463276807,16.11839431460539,2.8051474246536925,78.3243885125325,175793.64751118782,-33.17085592878075,65.88193702433715
clapping,akshat,11_aug2,38.23942646388396,15.904952730215474,5.831021007983429,68.33670054817235,233769.6225357956,-11.936546949029676,42.65827709701104
clapping,akshat,12_aug2,39.37892931578481,21.885862197148043,2.991908497116167,79.85609246643922,280082.2369546953,-40.190900533997755,49.63429425708947
clapping,akshat,13_aug2,37.19602877381332,18.464317314324013,2.715985401141566,67.49692259795044,189061.76630969817,-47.36915338847807,50.7267260185378
clapping,akshat,14_aug2,35.40064651445266,14.267580801424986,4.557155941674192,65.99456518267536,169175.6033367469,-28.884569881854734,55.34822220034049
clapping,akshat,15_aug2,32.028756071770395,15.191390791712205,1.273572027879271,62.13513155216526,144991.845801614,-27.62596136097949,55.590452352675555
clapping,akshat,16_aug2,34.619089731420914,15.842918629123767,4.3123153679328405,57.42259571702542,206092.68023790416,-39.72974574120637,55.840251168298096
clapping,akshat,17_aug2,27.11377053324669,15.079960115700906,0.9172820551960714,67.82153281340003,194312.95076943928,-13.522772541788221,64.65701405478856
clapping,akshat,18_aug2,32.16776144750573,17.83711063943103,0.09212290656356427,66.41252829191896,291016.02026796027,-41.36938360254388,62.9158542567595
clapping,akshat,19_aug2,31.544041737878118,16.525707988853924,1.56150886967368,63.501671270722106,282398.84196795966,-13.51081438412477,50.093677759147944
clapping,akshat,20_aug2,35.93881167252139,18.504466569549113,0.6273452029235238,76.13809919841471,278913.9422175843,-55.824342356351956,39.888524084791534
clockwise,akshat,1_aug2,86.73499730086675,42.24047681685207,25.5227057331069,156.89762076990257,1401073.03588811,107.48462461766113,61.004799131439235
clockwise,akshat,2_aug2,99.0708544969643,43.606836361968185,28.916601542351852,166.9696970417432,1790594.8377109931,14.461132357003748,69.76286517058537
clockwise,akshat,3_aug2,76.55493596083224,44.535407365311045,26.389158600187276,142.74871215279228,1161407.443596969,14.165398981426325,62.5431942063212
clockwise,akshat,4_aug2,91.25249528432444,42.99567011299592,23.984670740002603,150.02705899949626,1433851.393469774,-29.146655139715463,59.34169489362171
clockwise,akshat,5_aug2,76.53691641357538,42.10787863498868,11.04681764460154,147.57997936566804,1183125.663608105,10.214675538180897,58.75098159724208
clockwise,akshat,6_aug2,70.45627253474608,37.80482593645022,22.749419648041744,130.93807264894284,951298.1318620826,13.40108003119688,65.2611533950805
clockwise,akshat,7_aug2,77.5583159660575,41.36821121019209,17.47746707350278,135.53832456087005,1203274.9511636624,-22.785085150723976,55.05047100271398
clockwise,akshat,8_aug2,74.73436439851886,43.329194028804885,11.014747068802457,129.53331974389934,1165958.5853580877,3.2722793819212606,66.46130970054716
clockwise,akshat,9_aug2,79.96697100910646,39.77245550289768,24.515765551557774,139.81994722277122,1205979.4370036002,-11.26646991879316,52.515350775522656
clockwise,akshat,10_aug2,98.16732306352337,43.17289978326511,30.835410353123148,150.96630115227074,1744336.4206919123,-28.58719427885159,56.976471434560764
clockwise,akshat,11_aug2,97.54503776165325,31.34870249288216,1.1992479773874853,135.43920752734155,1502845.2816191765,-21.893293684703746,64.34079799311033
clockwise,akshat,12_aug2,72.42919903094386,31.626681064426947,35.34047441515549,135.7640560285725,897120.3153385584,-8.099476098688404,70.11280898339713
clockwise,akshat,13_aug2,83.39979186691718,45.565262077104165,16.020297671301268,152.54143212242263,1247584.5481230197,-19.591163741627827,66.44247022461074
clockwise,akshat,14_aug2,87.07538590115038,44.82215897367612,12.55925047138136,155.10700559848433,1432199.3214524728,-22.673794032768416,61.24323896297616
clockwise,akshat,15_aug2,40.740685966192835,29.224466916119578,7.800107590961672,148.06616850826998,454613.72196111304,-75.92817594607847,72.74367387738266
clockwise,akshat,16_aug2,104.38838937073466,41.240671314530566,26.335925079373855,180.4099248987035,1918801.6889237391,24.544992134509737,61.75556822554516
clockwise,akshat,17_aug2,92.29055293905637,41.14958133461148,15.603699370198953,150.5697631142097,1452264.887001063,18.965771895766586,56.70201225584011
clockwise,akshat,18_aug2,59.86815058225158,45.21801612568302,14.338424530766664,148.10214131710296,839016.0945118982,-106.04120302529701,69.16318761834563
clockwise,akshat,19_aug2,98.35444179589807,47.17223412603009,18.391433908262613,169.73346657523743,1732719.8191306014,45.220016214718484,62.232870053395764
clockwise,akshat,20_aug2,92.85016969412295,41.51520185004001,18.1900943593019,160.55818109554625,1522974.3001950746,19.845423837484876,66.11282177373293
counterclockwise,akshat,1_aug2,91.36667013967339,45.19227073377879,19.595430383170523,170.06814008808064,1572872.4901029218,21.273540972836752,76.27126230173756
counterclockwise,akshat,2_aug2,98.69252098932066,39.941488732440725,37.79698501652589,226.83134565212578,1817464.9007522527,14.190547647788394,54.55777748260262
counterclockwise,akshat,3_aug2,103.29708929828467,37.82140624815216,27.85846228413487,174.96217861653133,1912636.4042951106,5.596129482134541,47.442637638944255
counterclockwise,akshat,4_aug2,99.08683207538235,45.84905002993087,14.972064647344222,173.9391788757475,1823315.6153925066,1.028879193078828,59.07334452459542
counterclockwise,akshat,5_aug2,101.73569990496496,44.91186604118935,25.1903143489563,174.47925092070082,1900777.7651652957,4.704295363056372,58.56881510861898
counterclockwise,akshat,6_aug2,104.27854680663799,47.279116465334205,29.55382433499121,187.61625748028686,1945028.7836527377,27.11930202950274,70.5997989885623
counterclockwise,akshat,7_aug2,104.66684220353763,40.68583531907106,31.717698103545914,171.59312599480376,1810065.444903869,23.382597945648943,71.43547515460925
counterclockwise,akshat,8_aug2,85.38634019599924,33.19129823931953,15.060724165397644,145.12364182742968,1245630.8006002593,2.1049714918121403,56.28636930587358
counterclockwise,akshat,9_aug2,92.0352349902051,39.01226940174324,23.267148525104187,153.43953465289772,1577260.4009364857,0.16846569391348876,56.619971354373746
counterclockwise,akshat,10_aug2,94.65439401169564,45.82956083761319,19.46635076948509,218.43525281619034,1676091.9861677065,12.424180973712238,56.04091353749494
counterclockwise,akshat,11_aug2,92.43054441967965,45.479118746409696,19.81092254783351,169.17570781640197,1611617.3555926152,6.433702429453671,54.22001797874935
counterclockwise,akshat,12_aug2,96.07414161480666,45.407530287873556,23.555472618562796,170.39921463913691,1725084.2692241143,8.975660043006988,61.10101530887957
counterclockwise,akshat,13_aug2,97.82977661471263,47.28847098334848,24.500869997611822,168.69071018004817,1757659.3665047556,6.773991165533063,58.92267071956518
counterclockwise,akshat,14_aug2,97.00094239300286,41.21654753859731,26.38758940766944,166.0623136008261,1627417.059413902,5.911396628672813,49.76334486733242
counterclockwise,akshat,15_aug2,94.39678790317143,43.96088775070446,24.64772070589793,165.65819151748713,1608335.7470474,-0.03593812719063916,55.50984703100277
counterclockwise,akshat,16_aug2,93.93774271140917,43.61052938149108,27.416585623674962,172.5967079928939,1661325.3594697434,3.3071060745766037,53.048709972614304
counterclockwise,akshat,17_aug2,97.06048019849155,41.08865688909247,35.09572670227225,171.64357016099535,1722118.0992632965,44.71170924280457,53.682059553674826
counterclockwise,akshat,18_aug2,108.1370859431791,39.571121018847194,37.37471025112556,164.89577751062882,2180227.1119674356,-34.06919454633596,63.097993139386666
counterclockwise,akshat,19_aug2,101.94616692410614,41.290412182634846,25.544740828857307,175.68116477534645,1737459.0614239157,24.173190516343233,45.731323181177814
counterclockwise,akshat,20_aug2,99.62301256230809,38.09982445637197,28.50937739709539,159.86003562941562,1747069.042910653,39.092634299200256,53.6192405474715
pull,sai,1_aug2,57.17705761710211,20.726994174969466,39.55996899006622,156.5191324287548,946508.9286030441,-11.256166866385861,120.61357981753564
pull,sai,3_aug2,53.63317429268224,22.279801598879853,23.075517897286137,147.07971899398586,398760.74763638806,-1.5098212850372748,67.40989269737126
pull,sai,4_aug2,58.51631883651042,16.152583789855413,2.816459255199492,152.7242805835509,923424.9728359958,19.859797712975087,128.30114055837817
pull,sai,6_aug2,40.56849598033841,15.580833822679024,12.828039914992022,81.10882156490503,431789.99566775665,14.11625476457332,99.83562727649887
pull,sai,8_aug2,48.41660318541803,21.730014237467547,15.706579642490203,87.21332220607604,54512.06031927024,-11.65241030453864,3.2507344806430365
pull,sai,9_aug2,42.40472041098953,10.616581993911867,19.14186315006997,83.4547945461469,528169.5771354341,-35.89446390949308,120.2997714638754
pull,sai,11_aug2,40.75390872070355,20.169487472257575,2.235960068477722,115.27434962557892,242033.0942434857,3.90897920462767,53.900132896009175
pull,sai,13_aug2,41.96303184631125,17.0080371043831,19.206109349838503,106.09719806357717,277640.6729023816,-14.350407916856405,78.943499686899
pull,sai,15_aug2,52.41084601721217,16.33697624871808,25.14519013769361,96.38153167777197,250701.00871455827,7.504634669082864,55.52612812270074
pull,sai,17_aug2,50.895766338042364,16.11775827037412,23.288883881366118,93.03301225001205,396400.0176144246,14.869334334097553,90.25455459790086
pull,sai,18_aug2,51.90304769907208,17.632070886872427,25.235398953341633,98.7909863893707,751682.761305883,1.2257370442460969,116.58567620139254
pull,sai,20_aug2,53.40426982862519,23.949734802932955,0.10178019537514085,162.18185363230904,403645.2918309702,15.716825379983419,61.38472419919497
pull,sai,21_aug2,44.069156024093864,16.98880926280593,17.91396594948835,90.42126735139439,621214.4131089522,-10.068108324153238,106.49159643087444
pull,sai,23_aug2,59.12112600307072,15.328824073941766,38.58881358796442,108.51698257229143,763594.0618644126,-21.69384922107532,93.41465536463676
pull,sai,25_aug2,70.73660641121143,17.67757328594644,45.27393477632379,137.95369563068186,665158.1315817974,-14.922692076703225,49.92198097123306
pull,sai,27_aug2,57.85421308257521,14.471825224358833,25.612672427822602,102.46556298367469,273592.4876374658,-1.1168033254459595,25.694790124748046
pull,sai,28_aug2,65.99611761122904,16.693378721658135,23.610993388143783,108.68201137843843,538631.1033983445,14.073865514379026,33.77942932810012
pull,sai,29_aug2,64.90675738758654,14.764851538648024,39.587013771901916,107.8471907370486,1083228.2641929178,-11.00117141856691,100.56323825001336
push,sai,1_aug2,62.3251947303208,11.804686513402483,42.892745373846445,108.86290942379239,1109443.1299766987,-27.320373453187877,115.04276298581019
push,sai,3_aug2,52.835474488210636,17.095036716252768,32.14704705831308,147.2205816717571,692828.7583547917,-13.050724765386603,102.98671985436489
push,sai,5_aug2,55.29295626017488,15.457471553015631,28.887511265194764,89.19494582960255,663118.8760498568,-26.37712081631891,108.45474847433537
push,sai,7_aug2,54.88284829765279,17.609842828160744,26.76712098629904,120.56970836010274,867526.7905024725,-13.291517141069265,123.52641949353922
push,sai,9_aug2,57.512821090569894,16.12516054400762,33.20512283264308,121.33325125536095,700899.8701760636,-0.08238522089933475,104.257881035773
push,sai,10_aug2,53.50232767610325,20.839071494376014,16.89374132836277,105.1693127956231,828403.1345642126,-16.36035188553388,117.48288573582764
push,sai,12_aug2,53.799638911105156,14.546909211194546,16.275664119329228,100.26194254546537,358120.35833455453,6.5699515659258285,71.56397231033151
push,sai,14_aug2,61.38914645329069,17.677759543922875,36.08156571424737,146.622416442231,738288.2033937998,0.6706283321287345,104.75180265253317
push,sai,16_aug2,55.830342839491124,18.89648381532983,11.688262804452696,95.45659263604907,720573.45198836,-23.41463081316242,128.0760415778903
push,sai,18_aug2,48.60429310367779,18.958913097940087,6.100092924361261,123.42961262271038,671834.5602922207,-6.341822178632132,101.41604576412763
push,sai,19_aug2,62.98739070707843,17.370541033355142,38.615997169071015,176.52757317738238,1091303.5380498802,2.357402878300069,129.2909121503546
push,sai,21_aug2,60.64777839706494,21.5069292049672,-0.20351316396331107,153.57827455870762,585480.8768371679,13.214726737615251,60.69154244589267
push,sai,22_aug2,68.55709027606315,19.93700447409185,38.08685075025659,141.44163372258,1282595.8740729915,8.969653276157647,129.59364483505857
push,sai,24_aug2,53.25623823112673,14.688324371655616,26.192791372871437,94.7418174036873,662404.2410573454,-15.100291668131556,119.75771274778387
push,sai,25_aug2,57.86665779571261,19.30202117031368,22.60194339313086,124.27822414366148,918638.9774722301,-10.389751026558095,119.91047876583201
push,sai,26_aug2,51.28305279966911,0.4481685607678555,50.4644663490599,47.30279206606848,-40277.735800993745,-0.06961871008465369,1.2369676821502473
t_arm,akshat,1_aug2,130.86841724305282,57.0820849543469,34.065105873762825,263.91555666536385,3012692.668140646,69.34970346689792,66.66990005345856
t_arm,akshat,2_aug2,132.31908183291907,53.27182432392066,34.921771276114704,268.9623123188661,3150364.1136603365,89.2466124683132,61.98737760783414
t_arm,akshat,3_aug2,133.38586691385737,48.62808038473673,51.014795627528656,250.18249162033493,2953730.716374712,118.48652158706003,59.43525258497265
t_arm,akshat,4_aug2,125.18143784562994,46.8724974759719,39.592240974422324,249.3142708482012,2759070.159603071,68.84831136514762,67.37711546413624
t_arm,akshat,5_aug2,127.9133001490998,50.72879580245295,16.08392826917218,220.79351110091102,2853361.1280994317,88.61596911445417,80.05561158892165
t_arm,akshat,6_aug2,115.45068107007731,46.21737117750743,44.07771043029212,211.9459066521985,2405464.8183433455,103.30029248712854,73.72000431695027
t_arm,akshat,7_aug2,121.15314672671492,61.78056290295634,37.63525035503711,274.0152481786252,2725900.162598839,135.91167473312362,65.31162459646347
t_arm,akshat,8_aug2,117.21541864016407,54.31020566150418,40.04241243259214,282.5099221426068,2519229.715361337,109.1742706514897,47.79555995002471
t_arm,akshat,9_aug2,118.03490122482629,56.3505899568714,38.98817675522478,300.95081243349046,2550989.33437865,95.26099320269842,67.47376603135042
t_arm,akshat,10_aug2,119.23910205578228,58.03990084799129,33.530025291962886,282.9210345208282,2588662.4248912544,98.9186582703157,71.87684030913604
t_arm,akshat,11_aug2,138.1006604933328,58.28227156068015,40.04276608710573,284.86775521463545,3424920.4129044972,50.43617471168064,78.4660722806333
t_arm,akshat,12_aug2,115.73328342584804,66.02860069981715,30.84601905980989,296.1838297947983,2604017.4025540347,140.78852030784694,67.1671598855494
t_arm,akshat,13_aug2,111.60830935529941,53.63112441400649,32.79628959395329,183.28031846633036,2353620.9602844883,116.73405761095013,72.03039078468845
t_arm,akshat,14_aug2,114.24304380245754,57.990081433764765,38.32787057891595,306.01740836118256,2449493.500483933,108.35420286432954,64.64277320037557
t_arm,akshat,15_aug2,128.86494821850528,57.01178221690374,35.36076241310446,264.12541698357256,3012255.866599404,106.47453506223218,60.85782934051496
t_arm,akshat,16_aug2,117.76513004425425,55.38623527103137,36.17801216622747,244.80458463628716,2486098.634602101,90.63050838048665,67.43971029535832
t_arm,akshat,17_aug2,122.40252412435157,58.01145768814653,31.094098344364415,253.22685294046232,2722311.789700509,89.54364530638296,64.93037561461531
t_arm,akshat,18_aug2,109.10374560605422,55.03135477880752,30.01797450921,237.65108881399883,2277231.3901665746,119.55067978536466,54.72455860116608
t_arm,akshat,19_aug2,102.16655415031838,45.74078897757373,29.979130008110698,187.36125757984667,1861377.1803268462,105.15429169616255,66.24833234253158
t_arm,akshat,20_aug2,117.76223150539577,54.95508573716062,31.171564977117853,240.18154781645458,2510159.1313648326,95.19638499330235,62.21635222346933
two_arm_boxing,akshat,1_aug2,42.51217265433847,21.069319751814604,2.924613821956998,95.6114822076327,307044.3408375181,21.902592484643982,53.719947979420695
two_arm_boxing,akshat,2_aug2,47.660733905292915,15.19984876519464,7.536180244418284,81.43900210438277,308375.1548143149,24.84498052429869,50.8058592765702
two_arm_boxing,akshat,3_aug2,47.92072922859917,20.16949243582733,16.792238216948622,109.2507181129032,332835.4051772065,27.00040597325368,65.75959143322315
two_arm_boxing,akshat,4_aug2,53.15087106549668,21.114930280857802,16.565520923128332,118.91592359767773,433367.0667199341,-2.1394994450793416,67.00068194772366
two_arm_boxing,akshat,5_aug2,52.464144307501286,20.97452600258805,14.071177562782355,91.68515973308833,526710.8430941767,46.154669795533586,71.85686981225511
two_arm_boxing,akshat,6_aug2,41.59820563734034,21.216510767226954,8.869868087136755,112.89493602254271,307917.8273905899,24.66090681753708,55.71274629836651
two_arm_boxing,akshat,7_aug2,41.71847704512553,19.01275187366,3.181315785375145,102.12398320486733,250320.34725480454,51.649918432694626,55.81819062472026
two_arm_boxing,akshat,8_aug2,48.11319043726743,20.720375389125184,6.004866033734203,80.59953345933222,344046.3940611671,22.926091288918403,68.54507478426027
two_arm_boxing,akshat,9_aug2,45.33048570164831,16.578035584113206,12.631139035482555,90.70450232731746,391206.0804968913,15.169583936723297,66.84379600288409
two_arm_boxing,akshat,10_aug2,43.81537592350124,15.96155531021938,7.6110375064626155,85.27396200163363,424005.3675216477,35.57763788989126,66.88175767383545
two_arm_boxing,akshat,11_aug2,46.7990155285344,19.53181959813445,6.919536282627665,87.4412626955134,409988.39411348756,-29.04400518953422,67.93825753022304
two_arm_boxing,akshat,12_aug2,44.254324149383095,22.634648306780207,11.850308881583892,114.7055028499081,394750.36129263724,23.554559294958654,67.08133147426682
two_arm_boxing,akshat,13_aug2,43.93458221053309,22.90975704306738,8.119709579898922,111.46268559549426,407306.9506768576,12.407035995601415,69.37545731585276
two_arm_boxing,akshat,14_aug2,47.55861185450232,22.8102374587653,8.763549012848395,114.38427023786352,437542.7845773362,-3.030168106979076,68.7458262336534
two_arm_boxing,akshat,15_aug2,40.70665317258183,20.21216816127243,1.7693134266091959,82.79189340710202,380585.8413296598,-54.083972737958334,61.200132150558034
two_arm_boxing,akshat,16_aug2,54.32904894957716,20.105115697487324,15.615526099034106,111.57889714990334,493649.5990041406,31.0586849091354,65.08382731705488
two_arm_boxing,akshat,17_aug2,52.44351148168873,22.824328706595388,10.795513370220318,116.30685894537534,483551.6661850613,33.918931217287295,71.03976347865607
two_arm_boxing,akshat,18_aug2,54.117322727005586,24.67306827905783,4.01578005272516,114.82381402849404,551883.0453407579,62.965245131719165,60.426470391227504
two_arm_boxing,akshat,19_aug2,44.667093918608685,22.009346008410382,1.1962711134434187,99.4989159442475,442460.4760761096,10.092676628947427,65.98755244063928
two_arm_boxing,akshat,20_aug2,58.14135091874657,23.887965423877343,17.893097375548887,116.88154671718192,612511.6803587562,43.972820907404675,60.32309654918143
clapping,akshat,1_aug3,36.495294880192496,20.068060392204558,2.321655421766525,73.67875146245451,301316.65904508805,13.895118216303437,46.35860917599493
clapping,akshat,2_aug3,36.33596252307405,16.041769585079823,7.890455191850742,78.78263892997535,334363.946770989,-5.710460272876421,59.01626485701761
clapping,akshat,3_aug3,35.9349853682479,21.207079337780378,0.6779973345724543,82.66492624158447,234246.0483400361,-40.86347289245047,38.96104052697683
clapping,akshat,4_aug3,31.109550221582676,16.10440337947987,0.1501429953044705,59.57111771406645,165610.3303086185,-34.05200248218928,40.1168522547447
clapping,akshat,5_aug3,37.806406518968465,15.617142784780654,7.623709556714269,61.77598459374246,193799.08478312398,-41.182671262340605,60.659170704852784
clapping,akshat,6_aug3,34.06697355354533,17.20119263890887,-0.24365859773855766,67.81525216289039,180509.9922090997,-0.40931706582467053,38.806537155737864
clapping,akshat,7_aug3,34.90560967153101,16.614946384667903,5.01441793545387,72.21066262461058,240239.93577924927,-9.50796296751926,73.35031914636241
clapping,akshat,8_aug3,38.053968263034484,14.543695102618823,3.8674938706358386,58.6917774814175,148590.48196402434,-17.81985199632192,60.143223093454495
clapping,akshat,9_aug3,33.398335202099915,15.905776144041752,5.257806426580039,60.154370140423026,230454.4488948897,-13.50956638264305,50.675829163527034
clapping,akshat,10_aug3,33.548623931290166,17.304364145492457,4.053486998962782,67.45711697160007,200428.5224154208,-34.01491912168118,68.094813980035
clapping,akshat,11_aug3,36.934105066837944,16.686011116863313,5.966052187122012,68.96538129129478,293999.24575819063,-16.698684397231744,44.82665775188858
clapping,akshat,12_aug3,35.9378969652062,21.519966012151002,3.7723891007549586,75.42151286662344,330800.6175279666,-43.575278564700696,49.713322468978625
clapping,akshat,13_aug3,36.47206455812475,18.261655925314123,3.442719685762939,64.75762662891235,223310.50706842885,-47.97828529262467,49.06268267310742
clapping,akshat,14_aug3,31.43265664376436,15.878722374300548,2.8670678867974777,59.67721448997516,232894.15245768594,-29.871037428608766,56.919084317592855
clapping,akshat,15_aug3,32.810243399597255,16.468927925119253,0.5266380667769226,66.14856815230206,248613.01166571223,-29.650139049802934,55.500547482186136
clapping,akshat,16_aug3,32.91994071009888,15.648820893385036,4.530658925606808,57.960672417753,230796.93059345285,-40.39613018169354,54.880944647320185
clapping,akshat,17_aug3,31.61358140584589,13.083364287595005,0.060207847084784216,67.54953160782308,147500.71896417404,-9.917766567232428,65.05598032600012
clapping,akshat,18_aug3,34.7014976630428,17.155420447658194,0.3289686091746748,63.100733327688495,148179.69668470765,-46.49391587247717,62.81287082367852
clapping,akshat,19_aug3,31.755222753579694,16.96648280052014,1.1506842409741935,55.520084597018396,150466.00620372023,-4.839408074594312,51.275221676888286
clapping,akshat,20_aug3,34.836424122388244,18.612243938603953,1.536842749936726,74.72421148522446,239297.05625654344,-55.998242031193605,39.72069387574082
clockwise,akshat,1_aug3,88.2209822047064,42.10177082733518,24.89656106213186,157.15911792648515,1486887.9468252258,109.60760237737745,61.41199314854415
clockwise,akshat,2_aug3,104.39540174990748,43.32166902302254,28.560936535534246,172.96937946393936,1806289.1397268646,12.687182307451494,68.27809694669261
clockwise,akshat,3_aug3,75.45358290206278,43.96218187881638,24.853647231736247,146.46919183679495,1185115.8444577479,14.674138253826861,61.38370049008617
clockwise,akshat,4_aug3,84.87232677423881,43.35814939890316,23.632104386636836,148.6513933503793,1475955.368882283,-29.294110496258224,58.19573309207983
clockwise,akshat,5_aug3,75.96498798757949,42.73532292231882,10.686821566940088,140.76074525016253,1234701.9056390522,9.817340884367322,60.24122721644333
clockwise,akshat,6_aug3,70.28068096780771,35.42138106811205,22.87122616841398,127.5588880110769,971881.8688853489,9.489362995282573,67.15795443806135
