timestamp_ms,distance_cm
708250.0,28.0
708265.000000014,30.0
708295.999999973,30.0
708312.0000000345,26.0
708327.9999999795,31.0
708342.9999999935,36.0
708375.0,28.0
708390.000000014,33.0
708405.999999959,32.0
708437.0000000345,31.0
708452.9999999795,32.0
708467.9999999935,37.0
708484.000000055,34.0
708515.000000014,39.0
708530.999999959,34.0
708545.999999973,43.0
708562.0000000345,39.0
708592.9999999935,38.0
708609.000000055,40.0
708625.0,40.0
708655.999999959,35.0
708670.999999973,36.0
708687.0000000345,35.0
708702.9999999795,29.0
708734.000000055,28.0
708750.0,26.0
708765.000000014,23.0
708795.999999973,10.0
708812.0000000345,32.0
708827.9999999795,37.0
708842.9999999935,39.0
708875.0,39.0
708890.000000014,44.0
708905.999999959,54.0
708937.0000000345,57.0
708952.9999999795,53.0
708967.9999999935,69.0
708984.000000055,74.0
709015.000000014,82.0
709030.999999959,79.0
709045.999999973,78.0
709109.000000055,79.0
709125.0,69.0
709155.999999959,57.0
709170.999999973,55.0
709187.0000000345,53.0
709202.9999999795,43.0
709234.000000055,50.0
709250.0,53.0
709265.000000014,49.0
709295.999999973,48.0
709312.0000000345,25.0
709327.9999999795,49.0
709342.9999999935,41.0
709375.0,42.0
709390.000000014,34.0
709405.999999959,29.0
709437.0000000345,40.0
709452.9999999795,29.0
709467.9999999935,32.0
709484.000000055,17.0
709515.000000014,30.0
709530.999999959,30.0
709545.999999973,26.0
709562.0000000345,37.0
709592.9999999935,46.0
709609.000000055,53.0
709625.0,51.0
709655.999999959,60.0
709670.999999973,56.0
709687.0000000345,68.0
709702.9999999795,73.0
709734.000000055,73.0
709750.0,70.0
709765.000000014,70.0
709795.999999973,75.0
709812.0000000345,75.0
709827.9999999795,70.0
709842.9999999935,63.0
709875.0,68.0
709890.000000014,65.0
709905.999999959,59.0
709937.0000000345,62.0
709952.9999999795,59.0
709967.9999999935,56.0
709984.000000055,55.0
710015.000000014,55.0
710030.999999959,46.0
710045.999999973,46.0
710077.9999999795,41.0
710092.9999999935,35.0
710109.000000055,29.0
710125.0,19.0
710155.999999959,27.0
710170.999999973,31.0
710187.0000000345,28.0
710202.9999999795,42.0
710234.000000055,29.0
710250.0,38.0
710265.000000014,31.0
710295.999999973,41.0
710312.0000000345,56.0
710327.9999999795,38.0
710342.9999999935,58.0
710375.0,63.0
710390.000000014,51.0
710405.999999959,69.0
710437.0000000345,71.0
710452.9999999795,72.0
710467.9999999935,69.0
710484.000000055,70.0
710515.000000014,66.0
710530.999999959,63.0
710545.999999973,64.0
710577.9999999795,60.0
710592.9999999935,55.0
710609.000000055,60.0
710625.0,59.0
710655.999999959,51.0
710670.999999973,49.0
710687.0000000345,40.0
710702.9999999795,43.0
710734.000000055,33.0
710750.0,22.0
710765.000000014,34.0
710795.999999973,32.0
710812.0000000345,8.0
710827.9999999795,21.0
710842.9999999935,27.0
710875.0,30.0
710890.000000014,34.0
710905.999999959,31.0
710937.0000000345,22.0
710952.9999999795,35.0
710967.9999999935,43.0
710984.000000055,42.0
711015.000000014,32.0
711030.999999959,42.0
711045.999999973,58.0
711077.9999999795,61.0
711092.9999999935,55.0
711109.000000055,52.0
711125.0,60.0
711155.999999959,61.0
711170.999999973,64.0
711187.0000000345,64.0
711202.9999999795,64.0
711234.000000055,62.0
