ax,ay,az,gx,gy,gz,timestamp_ms
1.904,-0.179,-0.998,39.7,-20.81,28.63,1785098747022.007
1.92,-0.166,-0.93,12.39,-2.87,26.46,1785098747022.4167
1.943,-0.164,-0.835,-11.02,12.6,24.08,1785098747022.7761
1.885,-0.147,-0.732,-31.04,26.22,21.42,1785098747023.134
1.826,-0.169,-0.632,-46.36,40.96,16.6,1785098747023.477
1.732,-0.178,-0.582,-57.83,44.4,12.27,1785098747023.821
1.604,-0.104,-0.518,-67.81,49.5,-4.36,1785098747024.165
1.602,-0.193,-0.437,-77.73,68.27,-19.5,1785098747024.522
1.552,-0.321,-0.431,-80.84,64.82,-26.86,1785098747024.885
1.434,-0.368,-0.397,-73.76,52.1,-25.09,1785098747025.2422
1.384,-0.36,-0.371,-69.06,50.6,-12.91,1785098747025.604
1.337,-0.306,-0.34,-69.28,47.85,0.34,1785098747025.949
1.301,-0.294,-0.31,-67.84,39.83,4.7,1785098747026.295
1.214,-0.318,-0.278,-71.17,29.21,5.07,1785098747026.6362
1.175,-0.313,-0.208,-79.9,21.18,9.83,1785098747026.977
1.085,-0.281,-0.156,-84.26,6.41,20.29,1785098747027.334
0.971,-0.287,-0.131,-79.17,-9.25,35.58,1785098747027.6401
0.867,-0.334,-0.145,-69.03,-23.35,48.98,1785098747027.966
0.725,-0.408,-0.174,-58.72,-35.77,57.19,1785098747028.286
0.583,-0.447,-0.195,-49.5,-43.46,60.18,1785098747028.58
0.476,-0.498,-0.237,-40.31,-56.49,65.83,1785098747028.904
0.365,-0.506,-0.289,-34.42,-77.85,73.18,1785098747029.2092
0.235,-0.45,-0.32,-31.31,-96.87,81.42,1785098747029.5059
0.134,-0.422,-0.34,-27.22,-107.79,91.62,1785098747029.8062
0.037,-0.453,-0.387,-21.76,-117.16,99.61,1785098747030.1099
-0.078,-0.55,-0.438,-13.25,-125.1,102.18,1785098747030.415
-0.213,-0.689,-0.508,-6.65,-130.44,100.99,1785098747030.708
-0.369,-0.734,-0.594,-10.04,-133.73,100.8,1785098747031.002
-0.486,-0.675,-0.664,-18.49,-136.66,105.17,1785098747031.304
-0.524,-0.586,-0.756,-23.68,-138.68,110.97,1785098747031.6082
-0.515,-0.548,-0.877,-26.55,-133.49,112.64,1785098747031.904
-0.518,-0.566,-1.003,-30.76,-119.66,104.34,1785098747032.237
-0.52,-0.604,-1.092,-36.16,-99.43,90.37,1785098747032.5562
-0.489,-0.69,-1.138,-36.5,-76.08,75.59,1785098747032.944
-0.482,-0.775,-1.162,-32.87,-51.36,56.18,1785098747033.247
-0.504,-0.827,-1.128,-28.96,-27.41,36.5,1785098747033.548
-0.524,-0.869,-1.029,-21.09,-6.56,19.04,1785098747033.8418
-0.545,-0.882,-0.861,-6.47,10.53,0.92,1785098747034.126
-0.556,-0.837,-0.712,14.74,23.29,-16.88,1785098747034.423
-0.536,-0.761,-0.625,39.92,34.39,-36.16,1785098747034.7212
-0.534,-0.683,-0.581,61.46,45.01,-59.66,1785098747035.038
-0.535,-0.608,-0.56,72.27,55.45,-84.96,1785098747035.334
-0.526,-0.577,-0.564,71.38,64.85,-109.99,1785098747035.5972
-0.519,-0.591,-0.579,59.72,72.88,-132.66,1785098747035.858
-0.515,-0.66,-0.574,44.71,80.42,-150.61,1785098747036.1172
-0.485,-0.777,-0.553,34.49,86.12,-163.85,1785098747036.375
-0.395,-0.91,-0.588,37.32,90.15,-173.65,1785098747036.636
-0.273,-0.964,-0.697,49.23,95.43,-176.79,1785098747036.9001
-0.133,-0.836,-0.746,53.68,100.62,-166.94,1785098747037.163
0.047,-0.638,-0.744,54.17,105.81,-142.22,1785098747037.421
