timestamp_ms,distance_cm
674655.999999959,28.0
674670.999999973,25.0
674687.0000000345,32.0
674702.9999999795,27.0
674734.000000055,32.0
674750.0,31.0
674765.000000014,29.0
674795.999999973,30.0
674812.0000000345,31.0
674827.9999999795,25.0
674842.9999999935,26.0
674875.0,27.0
674890.000000014,24.0
674905.999999959,23.0
674937.0000000345,20.0
674952.9999999795,21.0
674967.9999999935,24.0
674984.000000055,24.0
675015.000000014,23.0
675030.999999959,26.0
675045.999999973,26.0
675077.9999999795,23.0
675092.9999999935,23.0
675109.000000055,22.0
675125.0,24.0
675155.999999959,24.0
675170.999999973,22.0
675187.0000000345,30.0
675202.9999999795,30.0
675234.000000055,29.0
675250.0,29.0
675265.000000014,31.0
675295.999999973,28.0
675312.0000000345,30.0
675327.9999999795,33.0
675342.9999999935,31.0
675375.0,45.0
675390.000000014,30.0
675405.999999959,24.0
675437.0000000345,20.0
675452.9999999795,19.0
675467.9999999935,24.0
675484.000000055,31.0
675515.000000014,31.0
675530.999999959,38.0
675545.999999973,46.0
675577.9999999795,53.0
675592.9999999935,59.0
675609.000000055,65.0
675625.0,69.0
675655.999999959,80.0
675670.999999973,72.0
675687.0000000345,62.0
675702.9999999795,57.0
675734.000000055,57.0
675750.0,64.0
675765.000000014,54.0
675795.999999973,46.0
675812.0000000345,42.0
675827.9999999795,36.0
675842.9999999935,30.0
675875.0,30.0
675890.000000014,41.0
675905.999999959,24.0
675937.0000000345,14.0
675952.9999999795,32.0
675967.9999999935,30.0
675984.000000055,27.0
676015.000000014,9.0
676030.999999959,24.0
676045.999999973,19.0
676077.9999999795,20.0
676092.9999999935,31.0
676109.000000055,39.0
676125.0,67.0
676155.999999959,52.0
676170.999999973,70.0
676187.0000000345,75.0
676202.9999999795,116.0
676234.000000055,71.0
676250.0,77.0
676265.000000014,75.0
676295.999999973,76.0
676312.0000000345,118.0
676327.9999999795,79.0
676342.9999999935,77.0
676375.0,80.0
676390.000000014,74.0
676405.999999959,89.0
676437.0000000345,80.0
676452.9999999795,79.0
676467.9999999935,56.0
676484.000000055,48.0
676515.000000014,47.0
676530.999999959,47.0
676545.999999973,46.0
676577.9999999795,37.0
676592.9999999935,26.0
676609.000000055,38.0
676625.0,33.0
676655.999999959,30.0
676670.999999973,17.0
676687.0000000345,20.0
676702.9999999795,20.0
676734.000000055,21.0
676750.0,21.0
676765.000000014,29.0
676795.999999973,38.0
676812.0000000345,43.0
676827.9999999795,44.0
676842.9999999935,60.0
676875.0,55.0
676890.000000014,53.0
676905.999999959,49.0
676937.0000000345,46.0
676952.9999999795,39.0
676967.9999999935,36.0
676984.000000055,39.0
677015.000000014,37.0
677030.999999959,31.0
677045.999999973,34.0
677077.9999999795,27.0
677092.9999999935,26.0
677109.000000055,27.0
677125.0,25.0
677155.999999959,26.0
677170.999999973,15.0
677187.0000000345,16.0
677202.9999999795,17.0
677234.000000055,14.0
677250.0,23.0
677265.000000014,25.0
677295.999999973,24.0
677312.0000000345,30.0
677327.9999999795,35.0
677342.9999999935,43.0
677375.0,43.0
677390.000000014,61.0
677405.999999959,71.0
677420.999999973,72.0
677452.9999999795,75.0
677467.9999999935,77.0
677484.000000055,80.0
677500.0,80.0
677530.999999959,84.0
677545.999999973,41.0
677562.0000000345,69.0
677577.9999999795,67.0
677609.000000055,66.0
677625.0,57.0
