timestamp_ms,distance_cm
185250.0,33.0
185265.99999994505,31.0
185280.99999995902,37.0
185297.0000000205,31.0
185327.9999999795,38.0
185344.00000004098,31.0
185359.99999998603,34.0
185375.0,34.0
185405.99999995902,42.0
185422.0000000205,37.0
185437.99999996554,39.0
185469.00000004098,41.0
185484.99999998603,42.0
185500.0,48.0
185515.99999994505,46.0
185547.0000000205,46.0
185562.99999996554,48.0
185577.9999999795,45.0
185609.99999998603,45.0
185625.0,42.0
185640.99999994505,44.0
185655.99999995902,39.0
185687.99999996554,37.0
185702.9999999795,40.0
185719.00000004098,42.0
185750.0,47.0
185765.99999994505,39.0
185780.99999995902,40.0
185797.0000000205,39.0
185827.9999999795,36.0
185844.00000004098,35.0
185859.99999998603,38.0
185890.99999994505,31.0
185905.99999995902,31.0
185922.0000000205,28.0
185937.99999996554,30.0
185969.00000004098,26.0
185984.99999998603,33.0
186000.0,31.0
186015.99999994505,26.0
186047.0000000205,21.0
186062.99999996554,26.0
186077.9999999795,18.0
186109.99999998603,49.0
186125.0,48.0
186140.99999994505,47.0
186155.99999995902,42.0
186187.99999996554,50.0
186202.9999999795,59.0
186219.00000004098,55.0
186250.0,68.0
186265.99999994505,69.0
186280.99999995902,71.0
186297.0000000205,75.0
186327.9999999795,81.0
186344.00000004098,84.0
186359.99999998603,83.0
186390.99999994505,80.0
186405.99999995902,87.0
186422.0000000205,93.0
186437.99999996554,97.0
186469.00000004098,94.0
186484.99999998603,96.0
186500.0,99.0
186530.99999995902,99.0
186547.0000000205,101.0
186562.99999996554,105.0
186577.9999999795,107.0
186609.99999998603,109.0
186625.0,100.0
186640.99999994505,101.0
186655.99999995902,103.0
186687.99999996554,112.0
186702.9999999795,119.0
186719.00000004098,117.0
186750.0,118.0
186765.99999994505,120.0
186780.99999995902,123.0
186797.0000000205,121.0
186827.9999999795,125.0
186844.00000004098,127.0
186859.99999998603,125.0
186890.99999994505,127.0
186905.99999995902,129.0
186922.0000000205,129.0
186937.99999996554,131.0
186969.00000004098,130.0
186984.99999998603,133.0
187000.0,139.0
187015.99999994505,137.0
187047.0000000205,143.0
187062.99999996554,142.0
187077.9999999795,142.0
187109.99999998603,144.0
187125.0,144.0
187140.99999994505,150.0
187155.99999995902,147.0
187187.99999996554,152.0
187202.9999999795,146.0
187219.00000004098,154.0
187250.0,156.0
187265.99999994505,151.0
187280.99999995902,157.0
187297.0000000205,157.0
187327.9999999795,158.0
187344.00000004098,158.0
187359.99999998603,164.0
187390.99999994505,168.0
187405.99999995902,167.0
187422.0000000205,166.0
187437.99999996554,165.0
187469.00000004098,167.0
187484.99999998603,164.0
187500.0,163.0
187515.99999994505,163.0
187547.0000000205,162.0
187562.99999996554,167.0
187577.9999999795,166.0
187609.99999998603,159.0
187625.0,162.0
187640.99999994505,162.0
187655.99999995902,158.0
187687.99999996554,157.0
187702.9999999795,155.0
187719.00000004098,156.0
187750.0,151.0
187765.99999994505,150.0
187780.99999995902,145.0
187797.0000000205,144.0
187827.9999999795,143.0
187844.00000004098,138.0
187859.99999998603,140.0
187890.99999994505,138.0
187905.99999995902,133.0
187922.0000000205,134.0
187937.99999996554,128.0
187969.00000004098,123.0
187984.99999998603,119.0
188000.0,116.0
188030.99999995902,114.0
188047.0000000205,110.0
188062.99999996554,106.0
188077.9999999795,100.0
188109.99999998603,96.0
188125.0,92.0
188140.99999994505,91.0
188155.99999995902,86.0
188187.99999996554,84.0
188202.9999999795,80.0
188219.00000004098,80.0
