timestamp_ms,distance_cm
109344.00000004098,53.0
109359.99999998603,57.0
109390.99999994505,59.0
109405.99999995902,50.0
109422.00000002049,61.0
109437.99999996554,48.0
109469.00000004098,51.0
109484.99999998603,54.0
109500.0,53.0
109515.99999994505,54.0
109547.00000002049,59.0
109562.99999996554,48.0
109577.99999997951,51.0
109609.99999998603,41.0
109625.0,45.0
109640.99999994505,42.0
109655.99999995902,39.0
109687.99999996554,36.0
109702.99999997951,35.0
109719.00000004098,35.0
109750.0,39.0
109765.99999994505,40.0
109780.99999995902,46.0
109797.00000002049,46.0
109827.99999997951,48.0
109844.00000004098,46.0
109859.99999998603,39.0
109890.99999994505,45.0
109905.99999995902,44.0
109922.00000002049,48.0
109937.99999996554,46.0
109969.00000004098,45.0
109984.99999998603,50.0
110000.0,47.0
110030.99999995902,46.0
110047.00000002049,44.0
110062.99999996554,51.0
110077.99999997951,59.0
110109.99999998603,57.0
110125.0,64.0
110140.99999994505,63.0
110172.00000002049,63.0
110187.99999996554,69.0
110202.99999997951,57.0
110219.00000004098,60.0
110250.0,73.0
110265.99999994505,75.0
110280.99999995902,58.0
110297.00000002049,78.0
110327.99999997951,82.0
110344.00000004098,86.0
110359.99999998603,91.0
110390.99999994505,73.0
110405.99999995902,85.0
110422.00000002049,97.0
110437.99999996554,88.0
110469.00000004098,99.0
110484.99999998603,96.0
110500.0,107.0
110530.99999995902,105.0
110547.00000002049,114.0
110562.99999996554,127.0
110577.99999997951,128.0
110609.99999998603,70.0
110625.0,109.0
110640.99999994505,111.0
110672.00000002049,117.0
110687.99999996554,117.0
110702.99999997951,117.0
110719.00000004098,122.0
110750.0,118.0
110765.99999994505,116.0
110780.99999995902,118.0
110797.00000002049,122.0
110827.99999997951,122.0
110844.00000004098,126.0
110859.99999998603,122.0
110890.99999994505,130.0
110905.99999995902,124.0
110922.00000002049,126.0
110937.99999996554,130.0
110969.00000004098,129.0
110984.99999998603,126.0
111000.0,125.0
111030.99999995902,127.0
111047.00000002049,125.0
111062.99999996554,125.0
111077.99999997951,126.0
111109.99999998603,121.0
111125.0,122.0
111140.99999994505,115.0
111155.99999995902,114.0
111187.99999996554,113.0
111202.99999997951,108.0
111219.00000004098,104.0
111250.0,107.0
111265.99999994505,99.0
111280.99999995902,97.0
111297.00000002049,99.0
111327.99999997951,93.0
111344.00000004098,91.0
111359.99999998603,95.0
111390.99999994505,91.0
111405.99999995902,89.0
111422.00000002049,85.0
111437.99999996554,85.0
111469.00000004098,76.0
111484.99999998603,77.0
111500.0,73.0
111530.99999995902,68.0
111547.00000002049,60.0
111562.99999996554,64.0
111577.99999997951,64.0
111609.99999998603,55.0
111625.0,48.0
111640.99999994505,50.0
111672.00000002049,52.0
111687.99999996554,58.0
111702.99999997951,53.0
111719.00000004098,50.0
111750.0,50.0
111765.99999994505,45.0
111780.99999995902,44.0
111797.00000002049,44.0
111827.99999997951,41.0
111844.00000004098,41.0
111859.99999998603,49.0
111890.99999994505,73.0
111922.00000002049,61.0
111937.99999996554,56.0
111969.00000004098,43.0
111984.99999998603,50.0
112000.0,44.0
112030.99999995902,39.0
112047.00000002049,37.0
112062.99999996554,42.0
112077.99999997951,40.0
112109.99999998603,39.0
112125.0,40.0
112140.99999994505,36.0
112172.00000002049,38.0
112187.99999996554,38.0
112202.99999997951,39.0
112219.00000004098,39.0
112250.0,46.0
112265.99999994505,47.0
112280.99999995902,43.0
112297.00000002049,52.0
112327.99999997951,47.0
