timestamp_ms,distance_cm
22780.99999995902,72.0
22811.999999918044,72.0
22827.99999997951,76.0
22843.999999924563,77.0
22858.999999938533,75.0
22890.999999945052,75.0
22905.99999995902,76.0
22921.999999904074,81.0
22936.999999918044,80.0
22968.999999924563,78.0
22983.999999938533,75.0
23000.0,79.0
23030.99999995902,77.0
23046.999999904074,72.0
23061.999999918044,74.0
23077.99999997951,75.0
23108.999999938533,85.0
23125.0,97.0
23155.99999995902,98.0
23171.999999904074,100.0
23186.999999918044,97.0
23202.99999997951,107.0
23233.999999938533,114.0
23250.0,117.0
23265.999999945052,120.0
23296.999999904074,133.0
23311.999999918044,136.0
23327.99999997951,136.0
23343.999999924563,140.0
23375.0,140.0
23390.999999945052,148.0
23405.99999995902,146.0
23421.999999904074,167.0
23452.99999997951,151.0
23468.999999924563,155.0
23483.999999938533,159.0
23515.999999945052,148.0
23530.99999995902,156.0
23546.999999904074,143.0
23561.999999918044,145.0
23593.999999924563,152.0
23608.999999938533,180.0
23625.0,146.0
23655.99999995902,151.0
23671.999999904074,137.0
23686.999999918044,135.0
23702.99999997951,133.0
23733.999999938533,130.0
23750.0,127.0
23765.999999945052,124.0
23780.99999995902,119.0
23811.999999918044,108.0
23827.99999997951,109.0
23843.999999924563,103.0
23875.0,100.0
23890.999999945052,98.0
23905.99999995902,98.0
23921.999999904074,97.0
23952.99999997951,99.0
23968.999999924563,93.0
23983.999999938533,94.0
24015.999999945052,90.0
24030.99999995902,89.0
24046.999999904074,77.0
24061.999999918044,72.0
24093.999999924563,69.0
24108.999999938533,64.0
24125.0,54.0
24155.99999995902,48.0
24171.999999904074,72.0
24186.999999918044,61.0
24202.99999997951,50.0
24233.999999938533,42.0
24250.0,37.0
24265.999999945052,34.0
24280.99999995902,32.0
24311.999999918044,37.0
24327.99999997951,35.0
24343.999999924563,36.0
24375.0,36.0
24390.999999945052,35.0
24405.99999995902,41.0
24421.999999904074,40.0
24452.99999997951,41.0
24468.999999924563,36.0
24483.999999938533,39.0
24515.999999945052,39.0
24530.99999995902,37.0
24546.999999904074,39.0
24561.999999918044,42.0
24593.999999924563,43.0
24608.999999938533,46.0
24625.0,54.0
24655.99999995902,50.0
24671.999999904074,61.0
24686.999999918044,61.0
24702.99999997951,62.0
24733.999999938533,61.0
24750.0,67.0
24765.999999945052,77.0
24796.999999904074,83.0
24811.999999918044,83.0
24827.99999997951,90.0
24843.999999924563,98.0
24875.0,114.0
24890.999999945052,110.0
24905.99999995902,119.0
24921.999999904074,123.0
24952.99999997951,131.0
24968.999999924563,130.0
24983.999999938533,134.0
25015.999999945052,142.0
25030.99999995902,146.0
25046.999999904074,148.0
25061.999999918044,158.0
25093.999999924563,163.0
25108.999999938533,166.0
25125.0,164.0
25155.99999995902,185.0
25171.999999904074,189.0
25186.999999918044,169.0
25202.99999997951,180.0
25233.999999938533,177.0
25250.0,180.0
25265.999999945052,182.0
25296.999999904074,177.0
25311.999999918044,171.0
25327.99999997951,239.0
25343.999999924563,220.0
25375.0,202.0
25390.999999945052,217.0
25405.99999995902,213.0
25421.999999904074,223.0
25452.99999997951,222.0
25468.999999924563,218.0
25483.999999938533,215.0
25515.999999945052,218.0
25530.99999995902,187.0
25546.999999904074,205.0
25561.999999918044,183.0
25593.999999924563,197.0
25608.999999938533,200.0
25625.0,197.0
25655.99999995902,190.0
25671.999999904074,182.0
25686.999999918044,172.0
25702.99999997951,170.0
25733.999999938533,172.0
25750.0,165.0
25765.999999945052,167.0
